Provenance,Destination,Train,Numéro,Jour,Arrivée (réelle),Arrivée (prévue),Retard (min),Cause,Arrêts
Besançon-Viotte,Dijon Ville ,TER,894260,09-03-2023,17:21:00,17:21:00,0,,"['Besançon-Viotte', 'Dannemarie - Velesmes', 'Saint-Vit', 'Ranchot', 'Orchamps', 'Dole-Ville', 'Auxonne', 'Collonges', 'Genlis', 'Dijon Ville']"
Auxerre-Saint-Gervais,Dijon Ville ,TER,891379,09-03-2023,17:32:00,17:32:00,0,,"['Auxerre-Saint-Gervais', 'Monéteau - Gurgy', 'Laroche - Migennes', 'Saint-Florentin - Vergigny', 'Tonnerre', 'Nuits sous Ravières', 'Montbard', 'Les Laumes - Alésia', 'Dijon Ville']"
Chalon-sur-Saône,Dijon Ville ,TER,891422,09-03-2023,17:32:30,17:32:30,0,,"['Chalon-sur-Saône', 'Fontaines - Mercurey', 'Rully', 'Chagny', 'Beaune', 'Nuits-Saint-Georges', 'Vougeot - Gilly-lès-Cîteaux', 'Gevrey-Chambertin', 'Dijon Ville']"
Besançon-Viotte,Dijon Ville ,TER,894262,09-03-2023,18:18:00,18:18:00,0,,"['Besançon-Viotte', 'Dannemarie - Velesmes', 'Saint-Vit', 'Ranchot', 'Orchamps', 'Dole-Ville', 'Auxonne', 'Collonges', 'Genlis', 'Dijon Ville']"
Lyon Part Dieu,Dijon Ville ,TER,17812,09-03-2023,18:19:00,18:19:00,0,,"['Lyon Part Dieu', 'Saint-Germain-au-Mont-d\'Or"", \'links\': [], \'coord\': {\'lat\': \'45.888431\', \'lon\': \'4.804206\'}, \'label\': ""Saint-Germain-au-Mont-d\'Or (Saint-Germain-au-Mont-d\'Or)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87721282:LongDistanceTrain\'', 'Villefranche-sur-Saône', 'Belleville sur Saône', 'Mâcon', 'Tournus', 'Chalon-sur-Saône', 'Chagny', 'Beaune', 'Dijon Ville']"
Paris - Gare de Lyon - Hall 1 & 2,Mulhouse-Ville ,TGV INOUI,6709,09-03-2023,18:52:30,18:52:30,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Dijon Ville', 'Besançon - Franche-Comté TGV', 'Belfort - Montbéliard TGV', 'Mulhouse-Ville']"
Mulhouse-Ville,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6708,09-03-2023,19:02:00,19:02:00,0,,"['Mulhouse-Ville', 'Belfort - Montbéliard TGV', 'Besançon - Franche-Comté TGV', 'Dijon Ville', 'Paris - Gare de Lyon - Hall 1 & 2']"
Chalon-sur-Saône,Dijon Ville ,TER,891428,09-03-2023,19:10:00,19:10:00,0,,"['Chalon-sur-Saône', 'Fontaines - Mercurey', 'Rully', 'Chagny', 'Meursault', 'Beaune', 'Corgoloin', 'Nuits-Saint-Georges', 'Vougeot - Gilly-lès-Cîteaux', 'Gevrey-Chambertin', 'Dijon Ville']"
Lyon Part Dieu,Paris-Bercy Bourgogne - Pays d'Auvergne ,TER,17764,09-03-2023,19:19:00,19:19:00,0,,"['Lyon Part Dieu', 'Saint-Germain-au-Mont-d\'Or"", \'links\': [], \'coord\': {\'lat\': \'45.888431\', \'lon\': \'4.804206\'}, \'label\': ""Saint-Germain-au-Mont-d\'Or (Saint-Germain-au-Mont-d\'Or)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87721282:LongDistanceTrain\'', 'Villefranche-sur-Saône', 'Belleville sur Saône', 'Mâcon', 'Tournus', 'Chalon-sur-Saône', 'Chagny', 'Beaune', 'Dijon Ville', 'Les Laumes - Alésia', 'Montbard', 'Nuits sous Ravières', 'Tonnerre', 'Saint-Florentin - Vergigny', 'Laroche - Migennes', 'Joigny', 'Sens', 'Paris-Bercy Bourgogne - Pays d\'Auvergne"", \'links\': [], \'coord\': {\'lat\': \'48.839215\', \'lon\': \'2.382791\'}, \'label\': ""Paris-Bercy Bourgogne - Pays d\'Auvergne (Paris)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87686667:LongDistanceTrain\'']"
Paris - Gare de Lyon - Hall 1 & 2,Lausanne ,TGV Lyria,9277,09-03-2023,19:30:00,19:30:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Dijon Ville', 'Dole-Ville', 'Mouchard', 'Frasne', 'Vallorbe', 'Lausanne']"
Auxerre-Saint-Gervais,Dijon Ville ,TER,891381,09-03-2023,19:36:00,19:26:00,10,Réutilisation d'un train,"['Auxerre-Saint-Gervais', 'Monéteau - Gurgy', 'Laroche - Migennes', 'Saint-Florentin - Vergigny', 'Tonnerre', 'Nuits sous Ravières', 'Montbard', 'Les Laumes - Alésia', 'Dijon Ville']"
Paris - Gare de Lyon - Hall 1 & 2,Besançon-Viotte ,TGV INOUI,6745,09-03-2023,19:45:00,18:35:00,70,Travaux sur les voies,"['Paris - Gare de Lyon - Hall 1 & 2', 'Montbard', 'Dijon Ville', 'Dole-Ville', 'Besançon-Viotte']"
Nevers,Dijon Ville ,TER,893168,09-03-2023,19:48:00,19:48:00,0,,"['Nevers', 'Imphy', 'Decize', 'Cercy-la-Tour', 'Luzy', 'Étang', 'Le Creusot', 'Montchanin', 'Beaune', 'Dijon Ville']"
Chalon-sur-Saône,Dijon Ville ,TER,891430,09-03-2023,20:10:00,20:10:00,0,,"['Chalon-sur-Saône', 'Fontaines - Mercurey', 'Rully', 'Chagny', 'Meursault', 'Beaune', 'Corgoloin', 'Nuits-Saint-Georges', 'Vougeot - Gilly-lès-Cîteaux', 'Gevrey-Chambertin', 'Dijon Ville']"
Besançon-Viotte,Dijon Ville ,TER,894266,09-03-2023,20:18:00,20:18:00,0,,"['Besançon-Viotte', 'Dannemarie - Velesmes', 'Saint-Vit', 'Ranchot', 'Orchamps', 'Dole-Ville', 'Auxonne', 'Collonges', 'Genlis', 'Dijon Ville']"
Lyon Part Dieu,Dijon Ville ,TER,17814,09-03-2023,20:19:00,20:19:00,0,,"['Lyon Part Dieu', 'Saint-Germain-au-Mont-d\'Or"", \'links\': [], \'coord\': {\'lat\': \'45.888431\', \'lon\': \'4.804206\'}, \'label\': ""Saint-Germain-au-Mont-d\'Or (Saint-Germain-au-Mont-d\'Or)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87721282:LongDistanceTrain\'', 'Villefranche-sur-Saône', 'Belleville sur Saône', 'Mâcon', 'Tournus', 'Chalon-sur-Saône', 'Chagny', 'Beaune', 'Dijon Ville']"
Besançon-Viotte,Dijon Ville ,TER,894228,09-03-2023,20:51:00,20:51:00,0,,"['Besançon-Viotte', 'Saint-Vit', 'Dole-Ville', 'Auxonne', 'Genlis', 'Dijon Ville']"
"Paris-Bercy Bourgogne - Pays d'Auvergne"", 'links': [], 'coord': {'lat': '48.839215', 'lon': '2.382791'}, 'label': ""Paris-Bercy Bourgogne - Pays d'Auvergne (Paris)"", 'equipments': [], 'id': 'stop_point:SNCF:87686667:LongDistanceTrain'",Dijon Ville ,TER,17765,09-03-2023,22:30:00,22:30:00,0,,"['Paris-Bercy Bourgogne - Pays d\'Auvergne"", \'links\': [], \'coord\': {\'lat\': \'48.839215\', \'lon\': \'2.382791\'}, \'label\': ""Paris-Bercy Bourgogne - Pays d\'Auvergne (Paris)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87686667:LongDistanceTrain\'', 'Sens', 'Joigny', 'Laroche - Migennes', 'Saint-Florentin - Vergigny', 'Tonnerre', 'Nuits sous Ravières', 'Montbard', 'Les Laumes - Alésia', 'Dijon Ville']"
Les Laumes - Alésia,Is-sur-Tille ,TER,891751,10-03-2023,06:24:30,06:24:30,0,,"['Les Laumes - Alésia', 'Thenissey', 'Verrey', 'Blaisy-Bas', 'Mâlain', 'Lantenay', 'Velars', 'Dijon Ville', 'Dijon Porte Neuve', 'Ruffey-lès-Échiray', 'Brétigny - Norges', 'Saint-Julien - Clénay', 'Gemeaux', 'Is-sur-Tille']"
Besançon-Viotte,Dijon Ville ,TER,894200,10-03-2023,06:51:00,06:51:00,0,,"['Besançon-Viotte', 'Saint-Vit', 'Dole-Ville', 'Auxonne', 'Genlis', 'Dijon Ville']"
Chalon-sur-Saône,Dijon Ville ,TER,891402,10-03-2023,07:07:00,07:07:00,0,,"['Chalon-sur-Saône', 'Chagny', 'Meursault', 'Beaune', 'Corgoloin', 'Nuits-Saint-Georges', 'Vougeot - Gilly-lès-Cîteaux', 'Gevrey-Chambertin', 'Dijon Ville']"
Besançon-Viotte,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6762,10-03-2023,07:20:00,07:20:00,0,,"['Besançon-Viotte', 'Besançon - Franche-Comté TGV', 'Dijon Ville', 'Montbard', 'Paris - Gare de Lyon - Hall 1 & 2']"
Besançon-Viotte,Dijon Ville ,TER,894252,10-03-2023,07:30:00,07:30:00,0,,"['Besançon-Viotte', 'Dannemarie - Velesmes', 'Saint-Vit', 'Ranchot', 'Orchamps', 'Dole-Ville', 'Auxonne', 'Collonges', 'Genlis', 'Dijon Ville']"
Auxerre-Saint-Gervais,Dijon Ville ,TER,891371,10-03-2023,07:31:00,07:31:00,0,,"['Auxerre-Saint-Gervais', 'Monéteau - Gurgy', 'Chemilly - Appoigny', 'Laroche - Migennes', 'Saint-Florentin - Vergigny', 'Tonnerre', 'Nuits sous Ravières', 'Montbard', 'Les Laumes - Alésia', 'Dijon Ville']"
Neuilly-lès-Dijon,Dijon Ville ,TER,43515,10-03-2023,07:34:00,07:34:00,0,,"['Neuilly-lès-Dijon', 'Dijon Ville']"
Is-sur-Tille,Les Laumes - Alésia ,TER,891752,10-03-2023,07:36:00,07:36:00,0,,"['Is-sur-Tille', 'Gemeaux', 'Saint-Julien - Clénay', 'Brétigny - Norges', 'Ruffey-lès-Échiray', 'Dijon Porte Neuve', 'Dijon Ville', 'Velars', 'Lantenay', 'Mâlain', 'Blaisy-Bas', 'Verrey', 'Thenissey', 'Les Laumes - Alésia']"
Seurre,Dijon Ville ,TER,891802,10-03-2023,07:44:00,07:44:00,0,,"['Seurre', 'Pagny', 'Chaugey', 'Saint-Jean-de-Losne', 'Brazey-en-Plaine', 'Aiserey', 'Longecourt-en-Plaine', 'Saulon', 'Ouges', 'Dijon Ville']"
Pontarlier,Dijon Ville ,TER,895702,10-03-2023,07:55:00,07:55:00,0,,"['Pontarlier', 'Sainte-Colombe', 'La Rivière', 'Frasne', 'Andelot', 'Mouchard', 'Arc et Senans', 'Montbarrey', 'Dole-Ville', 'Dijon Ville']"
Chalon-sur-Saône,Dijon Ville ,TER,891406,10-03-2023,08:07:00,08:07:00,0,,"['Chalon-sur-Saône', 'Chagny', 'Meursault', 'Beaune', 'Corgoloin', 'Nuits-Saint-Georges', 'Vougeot - Gilly-lès-Cîteaux', 'Gevrey-Chambertin', 'Dijon Ville']"
Lyon Perrache,Dijon Ville ,TER,17800,10-03-2023,08:19:00,08:19:00,0,,"['Lyon Perrache', 'Lyon Part Dieu', 'Saint-Germain-au-Mont-d\'Or"", \'links\': [], \'coord\': {\'lat\': \'45.888431\', \'lon\': \'4.804206\'}, \'label\': ""Saint-Germain-au-Mont-d\'Or (Saint-Germain-au-Mont-d\'Or)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87721282:LongDistanceTrain\'', 'Villefranche-sur-Saône', 'Belleville sur Saône', 'Mâcon', 'Tournus', 'Chalon-sur-Saône', 'Chagny', 'Beaune', 'Dijon Ville']"
Sens,Lyon Part Dieu ,TER,17751,10-03-2023,08:27:00,08:27:00,0,,"['Sens', 'Étigny - Véron', 'Villeneuve-sur-Yonne', 'Saint-Julien-du-Sault', 'Joigny', 'Laroche - Migennes', 'Saint-Florentin - Vergigny', 'Tonnerre', 'Nuits sous Ravières', 'Montbard', 'Les Laumes - Alésia', 'Dijon Ville', 'Beaune', 'Chagny', 'Chalon-sur-Saône', 'Tournus', 'Mâcon', 'Belleville sur Saône', 'Villefranche-sur-Saône', 'Saint-Germain-au-Mont-d\'Or"", \'links\': [], \'coord\': {\'lat\': \'45.888431\', \'lon\': \'4.804206\'}, \'label\': ""Saint-Germain-au-Mont-d\'Or (Saint-Germain-au-Mont-d\'Or)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87721282:LongDistanceTrain\'', 'Lyon Part Dieu']"
Paris - Gare de Lyon - Hall 1 & 2,Besançon-Viotte ,TGV INOUI,6741,10-03-2023,08:34:30,08:34:30,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Montbard', 'Dijon Ville', 'Besançon - Franche-Comté TGV', 'Besançon-Viotte']"
Neuilly-lès-Dijon,Dijon Ville ,TER,43517,10-03-2023,08:40:00,08:40:00,0,,"['Neuilly-lès-Dijon', 'Dijon Ville']"
Nevers,Dijon Ville ,TER,893152,10-03-2023,08:48:00,08:48:00,0,,"['Nevers', 'Imphy', 'Decize', 'Cercy-la-Tour', 'Luzy', 'Étang', 'Le Creusot', 'Montchanin', 'Beaune', 'Dijon Ville']"
Besançon-Viotte,Dijon Ville ,TER,894204,10-03-2023,08:53:00,08:53:00,0,,"['Besançon-Viotte', 'Saint-Vit', 'Dole-Ville', 'Auxonne', 'Genlis', 'Dijon Ville']"
Lausanne,Paris - Gare de Lyon - Hall 1 & 2 ,TGV Lyria,9264,10-03-2023,09:26:00,09:26:00,0,,"['Lausanne', 'Vallorbe', 'Frasne', 'Mouchard', 'Dole-Ville', 'Dijon Ville', 'Paris - Gare de Lyon - Hall 1 & 2']"
Paris - Gare de Lyon - Hall 1 & 2,Lausanne ,TGV Lyria,9261,10-03-2023,09:31:00,09:31:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Dijon Ville', 'Dole-Ville', 'Frasne', 'Vallorbe', 'Lausanne']"
Besançon-Viotte,Dijon Ville ,TER,894206,10-03-2023,09:51:00,09:51:00,0,,"['Besançon-Viotte', 'Saint-Vit', 'Dole-Ville', 'Auxonne', 'Genlis', 'Dijon Ville']"
Chalon-sur-Saône,Dijon Ville ,TER,891412,10-03-2023,10:13:00,10:13:00,0,,"['Chalon-sur-Saône', 'Chagny', 'Meursault', 'Beaune', 'Corgoloin', 'Nuits-Saint-Georges', 'Vougeot - Gilly-lès-Cîteaux', 'Gevrey-Chambertin', 'Dijon Ville']"
Besançon-Viotte,Dijon Ville ,TER,894256,10-03-2023,10:18:00,10:18:00,0,,"['Besançon-Viotte', 'Dannemarie - Velesmes', 'Saint-Vit', 'Ranchot', 'Orchamps', 'Dole-Ville', 'Auxonne', 'Collonges', 'Genlis', 'Dijon Ville']"
"Paris-Bercy Bourgogne - Pays d'Auvergne"", 'links': [], 'coord': {'lat': '48.839215', 'lon': '2.382791'}, 'label': ""Paris-Bercy Bourgogne - Pays d'Auvergne (Paris)"", 'equipments': [], 'id': 'stop_point:SNCF:87686667:LongDistanceTrain'",Lyon Part Dieu ,TER,17753,10-03-2023,10:27:00,10:27:00,0,,"['Paris-Bercy Bourgogne - Pays d\'Auvergne"", \'links\': [], \'coord\': {\'lat\': \'48.839215\', \'lon\': \'2.382791\'}, \'label\': ""Paris-Bercy Bourgogne - Pays d\'Auvergne (Paris)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87686667:LongDistanceTrain\'', 'Sens', 'Joigny', 'Laroche - Migennes', 'Saint-Florentin - Vergigny', 'Tonnerre', 'Nuits sous Ravières', 'Montbard', 'Les Laumes - Alésia', 'Dijon Ville', 'Beaune', 'Chagny', 'Chalon-sur-Saône', 'Tournus', 'Mâcon', 'Belleville sur Saône', 'Villefranche-sur-Saône', 'Saint-Germain-au-Mont-d\'Or"", \'links\': [], \'coord\': {\'lat\': \'45.888431\', \'lon\': \'4.804206\'}, \'label\': ""Saint-Germain-au-Mont-d\'Or (Saint-Germain-au-Mont-d\'Or)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87721282:LongDistanceTrain\'', 'Lyon Part Dieu']"
Paris - Gare de Lyon - Hall 1 & 2,Mulhouse-Ville ,TGV INOUI,6703,10-03-2023,10:37:00,10:37:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Dijon Ville', 'Besançon - Franche-Comté TGV', 'Belfort - Montbéliard TGV', 'Mulhouse-Ville']"
Culmont - Chalindrey,Dijon Ville ,TER,429470,10-03-2023,11:10:00,11:10:00,0,,"['Culmont - Chalindrey', 'Dijon Ville']"
Metz Ville,Marseille - Saint-Charles ,TGV INOUI,9877,10-03-2023,11:11:00,11:11:00,0,,"['Metz Ville', 'Strasbourg', 'Mulhouse-Ville', 'Belfort - Montbéliard TGV', 'Besançon - Franche-Comté TGV', 'Dijon Ville', 'Mâcon', 'Lyon Part Dieu', 'Valence TGV Rhône-Alpes Sud', 'Avignon TGV', 'Aix-en-Provence TGV', 'Marseille - Saint-Charles']"
Lyon Part Dieu,Dijon Ville ,TER,17804,10-03-2023,11:19:00,11:19:00,0,,"['Lyon Part Dieu', 'Saint-Germain-au-Mont-d\'Or"", \'links\': [], \'coord\': {\'lat\': \'45.888431\', \'lon\': \'4.804206\'}, \'label\': ""Saint-Germain-au-Mont-d\'Or (Saint-Germain-au-Mont-d\'Or)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87721282:LongDistanceTrain\'', 'Villefranche-sur-Saône', 'Belleville sur Saône', 'Mâcon', 'Tournus', 'Chalon-sur-Saône', 'Chagny', 'Beaune', 'Dijon Ville']"
Besançon-Viotte,Dijon Ville ,TER,894210,10-03-2023,11:51:00,11:51:00,0,,"['Besançon-Viotte', 'Saint-Vit', 'Dole-Ville', 'Auxonne', 'Genlis', 'Dijon Ville']"
Paris - Gare de Lyon - Hall 1 & 2,Zürich - Hauptbahnhof ,TGV Lyria,9211,10-03-2023,11:57:00,11:57:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Dijon Ville', 'Mulhouse-Ville', 'Bâle - SBB', 'Zürich - Hauptbahnhof']"
Zürich - Hauptbahnhof,Paris - Gare de Lyon - Hall 1 & 2 ,TGV Lyria,9210,10-03-2023,11:58:00,11:58:00,0,,"['Zürich - Hauptbahnhof', 'Bâle - SBB', 'Mulhouse-Ville', 'Dijon Ville', 'Paris - Gare de Lyon - Hall 1 & 2']"
Chalon-sur-Saône,Dijon Ville ,TER,891414,10-03-2023,12:08:00,12:08:00,0,,"['Chalon-sur-Saône', 'Chagny', 'Meursault', 'Beaune', 'Corgoloin', 'Nuits-Saint-Georges', 'Vougeot - Gilly-lès-Cîteaux', 'Gevrey-Chambertin', 'Dijon Ville']"
Mulhouse-Ville,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6704,10-03-2023,13:13:00,13:13:00,0,,"['Mulhouse-Ville', 'Belfort - Montbéliard TGV', 'Besançon - Franche-Comté TGV', 'Dijon Ville', 'Montbard', 'Paris - Gare de Lyon - Hall 1 & 2']"
Nevers,Dijon Ville ,TER,893160,10-03-2023,13:15:00,13:15:00,0,,"['Nevers', 'Imphy', 'Decize', 'Cercy-la-Tour', 'Luzy', 'Étang', 'Le Creusot', 'Montchanin', 'Beaune', 'Dijon Ville']"
Besançon-Viotte,Dijon Ville ,TER,894258,10-03-2023,13:30:00,13:30:00,0,,"['Besançon-Viotte', 'Dannemarie - Velesmes', 'Saint-Vit', 'Ranchot', 'Orchamps', 'Dole-Ville', 'Auxonne', 'Collonges', 'Genlis', 'Dijon Ville']"
Paris - Gare de Lyon - Hall 1 & 2,Lausanne ,TGV Lyria,9269,10-03-2023,13:31:00,13:31:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Dijon Ville', 'Dole-Ville', 'Frasne', 'Vallorbe', 'Lausanne']"
Besançon-Viotte,Dijon Ville ,TER,894214,10-03-2023,13:51:30,13:51:30,0,,"['Besançon-Viotte', 'Saint-Vit', 'Dole-Ville', 'Auxonne', 'Genlis', 'Dijon Ville']"
Lausanne,Paris - Gare de Lyon - Hall 1 & 2 ,TGV Lyria,9268,10-03-2023,14:24:00,14:24:00,0,,"['Lausanne', 'Vallorbe', 'Frasne', 'Dole-Ville', 'Dijon Ville', 'Paris - Gare de Lyon - Hall 1 & 2']"
Is-sur-Tille,Dijon Ville ,TER,408770,10-03-2023,14:35:00,14:35:00,0,,"['Is-sur-Tille', 'Gemeaux', 'Saint-Julien - Clénay', 'Brétigny - Norges', 'Ruffey-lès-Échiray', 'Dijon Porte Neuve', 'Dijon Ville']"
Laroche - Migennes,Dijon Ville ,TER,408017,10-03-2023,14:46:00,14:46:00,0,,"['Laroche - Migennes', 'Saint-Florentin - Vergigny', 'Tonnerre', 'Nuits sous Ravières', 'Montbard', 'Les Laumes - Alésia', 'Dijon Ville']"
"Paris-Bercy Bourgogne - Pays d'Auvergne"", 'links': [], 'coord': {'lat': '48.839215', 'lon': '2.382791'}, 'label': ""Paris-Bercy Bourgogne - Pays d'Auvergne (Paris)"", 'equipments': [], 'id': 'stop_point:SNCF:87686667:LongDistanceTrain'",Lyon Perrache ,OUIGO Train Classique,5763,10-03-2023,14:58:30,14:58:30,0,,"['Paris-Bercy Bourgogne - Pays d\'Auvergne"", \'links\': [], \'coord\': {\'lat\': \'48.839215\', \'lon\': \'2.382791\'}, \'label\': ""Paris-Bercy Bourgogne - Pays d\'Auvergne (Paris)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87686667:LongDistanceTrain\'', 'Melun', 'Dijon Ville', 'Chalon-sur-Saône', 'Mâcon', 'Lyon Part Dieu', 'Lyon Perrache']"
Saint-Malo,Rennes ,TER,854380,09-03-2023,15:25:00,15:25:00,0,,"['Saint-Malo', 'La Gouesnière - Cancale - Saint-Méloir-des-Ondes', 'Dol-de-Bretagne', 'Combourg', 'Montreuil-sur-Ille', 'Pontchaillou', 'Rennes']"
Châteaubriant,Rennes ,TER,854047,09-03-2023,15:25:00,15:25:00,0,,"['Châteaubriant', 'Martigné-Ferchaud', 'Retiers', 'Le Theil-de-Bretagne', 'Janzé', 'Corps-Nuds', 'Saint-Armel', 'Vern', 'La Poterie', 'Rennes']"
Dinard,Rennes ,TER,82018,09-03-2023,16:00:00,16:00:00,0,,"['Dinard', 'Rennes']"
Loudéac,Rennes ,TER,92010,09-03-2023,16:11:00,16:11:00,0,,"['Loudéac', 'Loudéac Triskell', 'Plémet', 'Rennes']"
Paris - Montparnasse - Hall 1 & 2,Quimper ,OUIGO,8723,09-03-2023,16:25:00,16:25:00,0,,"['Paris - Montparnasse - Hall 1 & 2', 'Laval', 'Rennes', 'Redon', 'Vannes', 'Lorient', 'Quimperlé', 'Rosporden', 'Quimper']"
Saint-Malo,Rennes ,TER,854392,09-03-2023,16:55:00,16:55:00,0,,"['Saint-Malo', 'La Gouesnière - Cancale - Saint-Méloir-des-Ondes', 'Dol-de-Bretagne', 'Combourg', 'Montreuil-sur-Ille', 'Pontchaillou', 'Rennes']"
Dinard,Rennes ,TER,82020,09-03-2023,17:00:00,17:00:00,0,,"['Dinard', 'Rennes']"
Pontivy,Rennes ,TER,52352,09-03-2023,17:11:00,17:11:00,0,,"['Pontivy', 'Josselin', 'Ploërmel Pem Rehumpol', 'Guer Coëtquidan', 'Rennes']"
Nantes,Rennes ,TER,858374,09-03-2023,17:21:00,17:21:00,0,,"['Nantes', 'Rennes']"
Quimper,Paris - Montparnasse - Hall 1 & 2 ,TGV INOUI,8730,09-03-2023,17:25:00,17:25:00,0,,"['Quimper', 'Rosporden', 'Quimperlé', 'Lorient', 'Auray', 'Vannes', 'Rennes', 'Paris - Montparnasse - Hall 1 & 2']"
Dinard,Rennes ,TER,82022,09-03-2023,18:10:00,18:10:00,0,,"['Dinard', 'Rennes']"
Fougères,Rennes ,TER,82220,09-03-2023,18:15:00,18:15:00,0,,"['Fougères', 'Rennes']"
Saint-Brieuc,Rennes ,TER,855644,09-03-2023,18:21:00,18:21:00,0,,"['Saint-Brieuc', 'Yffiniac', 'Lamballe', 'Plestan', 'Plénée-Jugon', 'Broons', 'Caulnes', 'Montauban-de-Bretagne', 'Rennes']"
Dinard,Rennes ,TER,82024,09-03-2023,19:00:00,19:00:00,0,,"['Dinard', 'Rennes']"
Fougères,Rennes ,TER,82222,09-03-2023,19:00:00,19:00:00,0,,"['Fougères', 'Rennes']"
Laval,Rennes ,TER,857671,09-03-2023,19:01:00,19:01:00,0,,"['Laval', 'Le Genest', 'Port-Brillet', 'Saint-Pierre-la-Cour', 'Vitré', 'Châteaubourg', 'Servon', 'Noyal - Acigné', 'Cesson-Sévigné', 'Rennes']"
Caen,Rennes ,TER,36892,09-03-2023,19:05:00,19:05:00,0,,"['Caen', 'Guilberville-le Saussey', 'Avranches', 'Rennes Beaulieu Chimie', 'Rennes']"
Paris - Montparnasse - Hall 1 & 2,Rennes ,TGV INOUI,8067,09-03-2023,19:10:00,19:10:00,0,,"['Paris - Montparnasse - Hall 1 & 2', 'Le Mans', 'Laval', 'Rennes']"
Loudéac,Rennes ,TER,92012,09-03-2023,19:11:00,19:11:00,0,,"['Loudéac', 'Loudéac Triskell', 'Plémet', 'Rennes']"
Pontivy,Rennes ,TER,52356,09-03-2023,19:11:00,19:11:00,0,,"['Pontivy', 'Josselin', 'Ploërmel Pem Rehumpol', 'Guer Coëtquidan', 'Rennes']"
Vannes,Rennes ,TER,856162,09-03-2023,19:17:00,19:17:00,0,,"['Vannes', 'Questembert', 'Malansac', 'Redon', 'Massérac', 'Beslé', 'Messac - Guipry', 'Bruz', 'Rennes']"
Saint-Malo,Rennes ,TER,854420,09-03-2023,19:25:00,19:25:00,0,,"['Saint-Malo', 'La Gouesnière - Cancale - Saint-Méloir-des-Ondes', 'Dol-de-Bretagne', 'Combourg', 'Montreuil-sur-Ille', 'Pontchaillou', 'Rennes']"
Nantes,Rennes ,TER,858386,09-03-2023,19:25:00,19:25:00,0,,"['Nantes', 'Rennes']"
Brest,Paris - Montparnasse - Hall 1 & 2 ,TGV INOUI,8642,09-03-2023,19:29:00,19:29:00,0,,"['Brest', 'Morlaix', 'Guingamp', 'Saint-Brieuc', 'Rennes', 'Paris - Montparnasse - Hall 1 & 2']"
Laval,Rennes ,TER,857679,09-03-2023,20:01:00,20:01:00,0,,"['Laval', 'Le Genest', 'Port-Brillet', 'Saint-Pierre-la-Cour', 'Vitré', 'Châteaubourg', 'Servon', 'Noyal - Acigné', 'Cesson-Sévigné', 'Rennes']"
Paris - Montparnasse - Hall 1 & 2,Saint-Malo ,TGV INOUI,8093,09-03-2023,20:10:00,20:10:00,0,,"['Paris - Montparnasse - Hall 1 & 2', 'Laval', 'Vitré', 'Rennes', 'Dol-de-Bretagne', 'Saint-Malo']"
Saint-Brieuc,Rennes ,TER,855670,09-03-2023,20:21:00,20:21:00,0,,"['Saint-Brieuc', 'Yffiniac', 'Lamballe', 'Plestan', 'Plénée-Jugon', 'Broons', 'Caulnes', 'Montauban-de-Bretagne', 'Rennes']"
Nantes,Rennes ,TER,858392,09-03-2023,20:21:00,20:21:00,0,,"['Nantes', 'Rennes']"
Brest,Rennes ,TER,855866,09-03-2023,20:25:00,20:25:00,0,,"['Brest', 'Landerneau', 'Landivisiau', 'Morlaix', 'Plouaret - Trégor', 'Guingamp', 'Saint-Brieuc', 'Lamballe', 'Rennes']"
Dinard,Rennes ,TER,82026,09-03-2023,20:55:00,20:55:00,0,,"['Dinard', 'Rennes']"
Quimper,Rennes ,TER,856660,09-03-2023,20:56:00,20:56:00,0,,"['Quimper', 'Rosporden', 'Quimperlé', 'Lorient', 'Hennebont', 'Auray', 'Vannes', 'Questembert', 'Redon', 'Rennes']"
Granville,Rennes ,TER,36882,09-03-2023,20:58:00,20:58:00,0,,"['Granville', 'Avranches', 'Rennes Beaulieu Chimie', 'Rennes']"
Fougères,Rennes ,TER,82206,10-03-2023,06:15:00,06:15:00,0,,"['Fougères', 'Rennes']"
Loudéac,Rennes ,TER,92002,10-03-2023,07:11:00,07:11:00,0,,"['Loudéac', 'Loudéac Triskell', 'Plémet', 'Rennes']"
