Provenance,Destination,Train,Numéro,Jour,Arrivée (réelle),Arrivée (prévue),Retard (min),Cause,Arrêts
Luxembourg (CFL),Paris Est ,TGV INOUI,2870,10-03-2023,16:36:00,16:36:00,0,,"['Luxembourg (CFL)', 'Thionville', 'Metz Ville', 'Paris Est']"
Nancy,Paris Est ,TGV INOUI,2544,10-03-2023,17:51:00,17:51:00,0,,"['Nancy', 'Champagne-Ardenne TGV', 'Paris Est']"
Reims,Paris Est ,TGV INOUI,2752,10-03-2023,18:02:30,18:02:30,0,,"['Reims', 'Paris Est']"
Stuttgart Hbf,Paris Est ,DB SNCF,9572,10-03-2023,18:05:30,18:05:30,0,,"['Stuttgart Hbf', 'Karlsruhe Hauptbahnhof', 'Strasbourg', 'Paris Est']"
Thionville,Paris Est ,TGV INOUI,2872,10-03-2023,18:21:00,18:21:00,0,,"['Thionville', 'Metz Ville', 'Paris Est']"
Metz Ville,Paris Est ,TGV INOUI,2680,10-03-2023,19:03:00,19:03:00,0,,"['Metz Ville', 'Champagne-Ardenne TGV', 'Paris Est']"
Strasbourg,Paris Est ,TGV INOUI,2062,10-03-2023,19:07:00,19:07:00,0,,"['Strasbourg', 'Paris Est']"
Colmar,Paris Est ,TGV INOUI,2362,10-03-2023,19:07:00,19:07:00,0,,"['Colmar', 'Strasbourg', 'Paris Est']"
Mulhouse-Ville,Paris Est ,TER,839556,10-03-2023,20:16:00,20:16:00,0,,"['Mulhouse-Ville', 'Altkirch', 'Belfort-Ville', 'Lure', 'Vesoul', 'Culmont - Chalindrey', 'Langres', 'Chaumont', 'Bar-sur-Aube', 'Vendeuvre', 'Troyes', 'Romilly-sur-Seine', 'Nogent-sur-Seine', 'Paris Est']"
Reims,Paris Est ,TGV INOUI,2762,10-03-2023,20:32:30,20:32:30,0,,"['Reims', 'Paris Est']"
Strasbourg,Paris Est ,TGV INOUI,2060,10-03-2023,20:43:00,20:43:00,0,,"['Strasbourg', 'Paris Est']"
Mannheim - Hauptbahnhof,Paris Est ,DB SNCF,9560,10-03-2023,20:43:00,20:43:00,0,,"['Mannheim - Hauptbahnhof', 'Karlsruhe Hauptbahnhof', 'Strasbourg', 'Paris Est']"
Troyes,Paris Est ,TER,839414,10-03-2023,21:16:00,21:16:00,0,,"['Troyes', 'Romilly-sur-Seine', 'Nogent-sur-Seine', 'Paris Est']"
Luxembourg (CFL),Paris Est ,TGV INOUI,2886,10-03-2023,21:22:00,21:22:00,0,,"['Luxembourg (CFL)', 'Thionville', 'Metz Ville', 'Champagne-Ardenne TGV', 'Paris Est']"
Metz Ville,Paris Est ,TGV INOUI,2226,10-03-2023,21:22:00,21:22:00,0,,"['Metz Ville', 'Champagne-Ardenne TGV', 'Paris Est']"
Strasbourg,Paris Est ,TER,839172,10-03-2023,21:23:00,21:23:00,0,,"['Strasbourg', 'Saverne', 'Sarrebourg', 'Lunéville', 'Nancy', 'Toul', 'Commercy', 'Bar-le-Duc', 'Vitry-le-François', 'Châlons-en-Champagne', 'Épernay', 'Dormans', 'Château-Thierry', 'Paris Est']"
Nancy,Paris Est ,TGV INOUI,2552,10-03-2023,21:52:30,21:52:30,0,,"['Nancy', 'Champagne-Ardenne TGV', 'Paris Est']"
Strasbourg,Paris Est ,OUIGO,7694,10-03-2023,21:52:30,21:52:30,0,,"['Strasbourg', 'Paris Est']"
Stuttgart Hbf,Paris Est ,DB SNCF,9570,10-03-2023,22:06:00,22:06:00,0,,"['Stuttgart Hbf', 'Karlsruhe Hauptbahnhof', 'Strasbourg', 'Paris Est']"
Strasbourg,Paris Est ,TGV INOUI,2070,10-03-2023,22:38:00,22:38:00,0,,"['Strasbourg', 'Paris Est']"
Saint-Étienne Châteaucreux,Ambérieu-en-Bugey ,TER,886865,10-03-2023,10:16:00,10:06:00,10,Réutilisation d'un train,"['Saint-Étienne Châteaucreux', 'Saint-Chamond', 'Rive-de-Gier', 'Givors Ville', 'Lyon Part Dieu', 'Crépieux la Pape', 'Miribel', 'Saint-Maurice-de-Beynost', 'Beynost', 'Montluel', 'La Valbonne', 'Meximieux - Pérouges', 'Ambérieu-en-Bugey']"
Lyon Perrache,Nantes ,TGV INOUI,5354,10-03-2023,10:24:00,10:24:00,0,,"['Lyon Perrache', 'Lyon Part Dieu', 'Massy TGV', 'Le Mans', 'Angers-Saint-Laud', 'Nantes']"
Grenoble,Lyon Part Dieu ,TER,17684,10-03-2023,10:25:00,10:15:00,10,Difficultés lors de la préparation du train,"['Grenoble', 'Voiron', 'La Tour-du-Pin', 'Bourgoin-Jallieu', 'La Verpillière', 'Lyon Part Dieu']"
Ambérieu-en-Bugey,Saint-Étienne Châteaucreux ,TER,886714,10-03-2023,10:48:00,09:48:00,60,Indisponibilité d'un matériel,"['Ambérieu-en-Bugey', 'Meximieux - Pérouges', 'La Valbonne', 'Montluel', 'Beynost', 'Saint-Maurice-de-Beynost', 'Miribel', 'Crépieux la Pape', 'Lyon Part Dieu', 'Givors Ville', 'Rive-de-Gier', 'Saint-Chamond', 'Saint-Étienne Châteaucreux']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Part Dieu ,TGV INOUI,6607,10-03-2023,10:56:00,10:56:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Lyon Part Dieu']"
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6614,10-03-2023,10:58:00,10:58:00,0,,"['Lyon Perrache', 'Lyon Part Dieu', 'Paris - Gare de Lyon - Hall 1 & 2']"
Tourcoing,Montpellier Sud de France ,OUIGO,7867,10-03-2023,11:02:00,11:02:00,0,,"['Tourcoing', 'Aéroport Charles de Gaulle 2 TGV', 'Marne-la-Vallée - Chessy', 'Lyon Part Dieu', 'Valence TGV Rhône-Alpes Sud', 'Nîmes Pont-du-Gard', 'Montpellier Sud de France']"
Lyon Perrache,Rennes ,TGV INOUI,5382,10-03-2023,11:40:00,11:40:00,0,,"['Lyon Perrache', 'Lyon Part Dieu', 'Massy TGV', 'Le Mans', 'Rennes']"
Valence Ville,Lyon Part Dieu ,TER,886114,10-03-2023,11:40:00,11:40:00,0,,"['Valence Ville', 'Tain-l\'Hermitage - Tournon"", \'links\': [], \'coord\': {\'lat\': \'45.072178\', \'lon\': \'4.839708\'}, \'label\': ""Tain-l\'Hermitage - Tournon (Tain-l\'Hermitage)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87761163:LongDistanceTrain\'', 'Le Péage-de-Roussillon', 'Vienne', 'Lyon Part Dieu']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6609,10-03-2023,11:56:00,11:56:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Lyon Part Dieu', 'Lyon Perrache']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6611,10-03-2023,12:56:00,12:56:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Lyon Part Dieu', 'Lyon Perrache']"
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6618,10-03-2023,12:58:00,12:58:00,0,,"['Lyon Perrache', 'Lyon Part Dieu', 'Paris - Gare de Lyon - Hall 1 & 2']"
Metz Ville,Marseille - Saint-Charles ,TGV INOUI,9877,10-03-2023,13:00:00,13:00:00,0,,"['Metz Ville', 'Strasbourg', 'Mulhouse-Ville', 'Belfort - Montbéliard TGV', 'Besançon - Franche-Comté TGV', 'Dijon Ville', 'Mâcon', 'Lyon Part Dieu', 'Valence TGV Rhône-Alpes Sud', 'Avignon TGV', 'Aix-en-Provence TGV', 'Marseille - Saint-Charles']"
Chambéry - Challes-les-Eaux,Lyon Part Dieu ,TER,18572,10-03-2023,13:02:00,13:02:00,0,,"['Chambéry - Challes-les-Eaux', 'Aix-les-Bains - Le Revard', 'Culoz', 'Ambérieu-en-Bugey', 'Lyon Part Dieu']"
Valence Ville,Lyon Part Dieu ,TER,886120,10-03-2023,13:40:00,13:40:00,0,,"['Valence Ville', 'Tain-l\'Hermitage - Tournon"", \'links\': [], \'coord\': {\'lat\': \'45.072178\', \'lon\': \'4.839708\'}, \'label\': ""Tain-l\'Hermitage - Tournon (Tain-l\'Hermitage)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87761163:LongDistanceTrain\'', 'Saint-Vallier sur Rhône', 'Saint-Rambert-d\'Albon"", \'links\': [], \'coord\': {\'lat\': \'45.29776\', \'lon\': \'4.810739\'}, \'label\': ""Saint-Rambert-d\'Albon (Saint-Rambert-d\'Albon)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87761106:LongDistanceTrain\'', 'Le Péage-de-Roussillon', 'Saint-Clair - Les Roches', 'Vienne', 'Lyon Part Dieu']"
Bourg-en-Bresse,Lyon Vaise ,TER,889425,10-03-2023,13:48:00,13:48:00,0,,"['Bourg-en-Bresse', 'Servas - Lent', 'Saint-Paul-de-Varax', 'Marlieux - Châtillon-sur-Chalaronne', 'Villars-les-Dombes', 'Saint-Marcel-en-Dombes', 'Saint-André-de-Corcy', 'Mionnay', 'Les Échets', 'Sathonay - Rillieux', 'Lyon Part Dieu', 'Lyon Perrache', 'Lyon Vaise']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6613,10-03-2023,13:56:00,13:56:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Le Creusot - Montceau-les-Mines - Montchanin TGV', 'Lyon Part Dieu', 'Lyon Perrache']"
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6620,10-03-2023,13:58:00,13:58:00,0,,"['Lyon Perrache', 'Lyon Part Dieu', 'Le Creusot - Montceau-les-Mines - Montchanin TGV', 'Paris - Gare de Lyon - Hall 1 & 2']"
Lyon Vaise,Bourg-en-Bresse ,TER,889477,10-03-2023,14:09:00,14:09:00,0,,"['Lyon Vaise', 'Lyon Perrache', 'Lyon Part Dieu', 'Sathonay - Rillieux', 'Les Échets', 'Mionnay', 'Saint-André-de-Corcy', 'Saint-Marcel-en-Dombes', 'Villars-les-Dombes', 'Marlieux - Châtillon-sur-Chalaronne', 'Saint-Paul-de-Varax', 'Servas - Lent', 'Bourg-en-Bresse']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,OUIGO,7803,10-03-2023,14:22:00,14:22:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Lyon Part Dieu', 'Lyon Perrache']"
Dijon Ville,Lyon Part Dieu ,TER,17757,10-03-2023,14:42:00,14:42:00,0,,"['Dijon Ville', 'Beaune', 'Chagny', 'Chalon-sur-Saône', 'Tournus', 'Mâcon', 'Belleville sur Saône', 'Villefranche-sur-Saône', 'Saint-Germain-au-Mont-d\'Or"", \'links\': [], \'coord\': {\'lat\': \'45.888431\', \'lon\': \'4.804206\'}, \'label\': ""Saint-Germain-au-Mont-d\'Or (Saint-Germain-au-Mont-d\'Or)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87721282:LongDistanceTrain\'', 'Lyon Part Dieu']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6615,10-03-2023,14:56:00,14:56:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Lyon Part Dieu', 'Lyon Perrache']"
Paris - Gare de Lyon - Hall 1 & 2,Saint-Étienne Châteaucreux ,TGV INOUI,6685,10-03-2023,14:56:00,14:56:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Lyon Part Dieu', 'Saint-Étienne Châteaucreux']"
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6622,10-03-2023,14:58:00,14:58:00,0,,"['Lyon Perrache', 'Lyon Part Dieu', 'Paris - Gare de Lyon - Hall 1 & 2']"
Saint-Étienne Châteaucreux,Ambérieu-en-Bugey ,TER,886871,10-03-2023,15:06:00,15:06:00,0,,"['Saint-Étienne Châteaucreux', 'Saint-Chamond', 'Rive-de-Gier', 'Givors Ville', 'Lyon Part Dieu', 'Crépieux la Pape', 'Miribel', 'Saint-Maurice-de-Beynost', 'Beynost', 'Montluel', 'La Valbonne', 'Meximieux - Pérouges', 'Ambérieu-en-Bugey']"
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,OUIGO,7804,10-03-2023,15:32:00,15:32:00,0,,"['Lyon Perrache', 'Lyon Part Dieu', 'Paris - Gare de Lyon - Hall 1 & 2']"
Saint-Étienne Châteaucreux,Lyon Part Dieu ,TER,886833,10-03-2023,15:36:00,15:36:00,0,,"['Saint-Étienne Châteaucreux', 'Saint-Chamond', 'Rive-de-Gier', 'Givors Ville', 'Lyon Part Dieu']"
Dijon Ville,Lyon Part Dieu ,TER,17811,10-03-2023,15:42:00,15:42:00,0,,"['Dijon Ville', 'Beaune', 'Chagny', 'Chalon-sur-Saône', 'Tournus', 'Mâcon', 'Belleville sur Saône', 'Villefranche-sur-Saône', 'Saint-Germain-au-Mont-d\'Or"", \'links\': [], \'coord\': {\'lat\': \'45.888431\', \'lon\': \'4.804206\'}, \'label\': ""Saint-Germain-au-Mont-d\'Or (Saint-Germain-au-Mont-d\'Or)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87721282:LongDistanceTrain\'', 'Lyon Part Dieu']"
Annecy,Lyon Part Dieu ,TER,17954,10-03-2023,15:52:00,15:52:00,0,,"['Annecy', 'Rumilly', 'Albens', 'Aix-les-Bains - Le Revard', 'Ambérieu-en-Bugey', 'Lyon Part Dieu']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6617,10-03-2023,15:56:00,15:56:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Le Creusot - Montceau-les-Mines - Montchanin TGV', 'Lyon Part Dieu', 'Lyon Perrache']"
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6624,10-03-2023,15:58:00,15:58:00,0,,"['Lyon Perrache', 'Lyon Part Dieu', 'Le Creusot - Montceau-les-Mines - Montchanin TGV', 'Paris - Gare de Lyon - Hall 1 & 2']"
"Paris-Bercy Bourgogne - Pays d'Auvergne"", 'links': [], 'coord': {'lat': '48.839215', 'lon': '2.382791'}, 'label': ""Paris-Bercy Bourgogne - Pays d'Auvergne (Paris)"", 'equipments': [], 'id': 'stop_point:SNCF:87686667:LongDistanceTrain'",Lyon Perrache ,OUIGO Train Classique,5763,10-03-2023,16:52:00,16:52:00,0,,"['Paris-Bercy Bourgogne - Pays d\'Auvergne"", \'links\': [], \'coord\': {\'lat\': \'48.839215\', \'lon\': \'2.382791\'}, \'label\': ""Paris-Bercy Bourgogne - Pays d\'Auvergne (Paris)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87686667:LongDistanceTrain\'', 'Melun', 'Dijon Ville', 'Chalon-sur-Saône', 'Mâcon', 'Lyon Part Dieu', 'Lyon Perrache']"
Bruxelles-Midi - Brussel-Zuid,Marseille - Saint-Charles ,TGV,9830,10-03-2023,17:00:00,17:00:00,0,,"['Bruxelles-Midi - Brussel-Zuid', 'Lille Europe', 'Aéroport Charles de Gaulle 2 TGV', 'Marne-la-Vallée - Chessy', 'Lyon Part Dieu', 'Avignon TGV', 'Aix-en-Provence TGV', 'Marseille - Saint-Charles']"
Chambéry - Challes-les-Eaux,Lyon Part Dieu ,TER,18562,10-03-2023,18:10:00,18:10:00,0,,"['Chambéry - Challes-les-Eaux', 'Lépin-le-Lac - La Bauche', 'Pont-de-Beauvoisin', 'La Tour-du-Pin', 'Bourgoin-Jallieu', 'Lyon Part Dieu']"
Saint-Étienne Châteaucreux,Ambérieu-en-Bugey ,TER,886851,10-03-2023,19:06:00,19:06:00,0,,"['Saint-Étienne Châteaucreux', 'Saint-Chamond', 'Rive-de-Gier', 'Givors Ville', 'Lyon Part Dieu', 'Crépieux la Pape', 'Miribel', 'Saint-Maurice-de-Beynost', 'Beynost', 'Montluel', 'La Valbonne', 'Meximieux - Pérouges', 'Ambérieu-en-Bugey']"
Lyon Perrache,Tours ,TER,16848,11-03-2023,08:33:00,08:33:00,0,,"['Lyon Perrache', 'Lyon Part Dieu', 'Lozanne', 'Bois-d\'Oingt - Légny"", \'links\': [], \'coord\': {\'lat\': \'45.906545\', \'lon\': \'4.57513\'}, \'label\': ""Bois-d\'Oingt - Légny (Légny)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87721787:LongDistanceTrain\'', 'Lamure-sur-Azergues', 'Chauffailles', 'La Clayette - Baudemont', 'Paray-le-Monial', 'Digoin', 'Gilly-sur-Loire', 'Dompierre Sept Fons', 'Moulins-sur-Allier', 'Nevers', 'Bourges', 'Vierzon', 'Villefranche-sur-Cher', 'Gièvres', 'Selles-sur-Cher', 'Saint-Aignan - Noyers', 'Montrichard', 'Chenonceaux', 'Bléré - la Croix', 'Saint-Pierre-des-Corps', 'Tours']"
Marseille - Saint-Charles,Mannheim - Hauptbahnhof ,DB SNCF,9583,11-03-2023,09:54:00,09:54:00,0,,"['Marseille - Saint-Charles', 'Aix-en-Provence TGV', 'Avignon TGV', 'Lyon Part Dieu', 'Chalon-sur-Saône', 'Besançon - Franche-Comté TGV', 'Belfort - Montbéliard TGV', 'Mulhouse-Ville', 'Strasbourg', 'Baden Baden', 'Karlsruhe Hauptbahnhof', 'Mannheim - Hauptbahnhof']"
Orléans,Paris Austerlitz ,TER,14056,10-03-2023,12:37:30,12:37:30,0,,"['Orléans', 'Les Aubrais', 'Paris Austerlitz']"
Châteaudun,Paris Austerlitz ,TER,860610,10-03-2023,13:38:00,13:38:00,0,,"['Châteaudun', 'Bonneval', 'Voves', 'Auneau', 'Dourdan', 'Paris Austerlitz']"
Tours,Paris Austerlitz ,TER,14048,10-03-2023,13:49:00,13:49:00,0,,"['Tours', 'Saint-Pierre-des-Corps', 'Amboise', 'Onzain - Chaumont-sur-Loire', 'Blois - Chambord', 'Les Aubrais', 'Paris Austerlitz']"
Toulouse Matabiau,Paris Austerlitz ,Intercités,3642,10-03-2023,14:55:00,14:20:00,35,Conditions de départ non réunies,"['Toulouse Matabiau', 'Montauban Ville Bourbon', 'Caussade', 'Cahors', 'Gourdon', 'Souillac', 'Brive-la-Gaillarde', 'Limoges-Bénédictins', 'Châteauroux', 'Vierzon', 'Les Aubrais', 'Paris Austerlitz']"
Châteaudun,Paris Austerlitz ,TER,860614,10-03-2023,17:50:00,17:50:00,0,,"['Châteaudun', 'Bonneval', 'Voves', 'Auneau', 'Dourdan', 'Paris Austerlitz']"
Orléans,Paris Austerlitz ,TER,14058,10-03-2023,18:06:00,18:06:00,0,,"['Orléans', 'Les Aubrais', 'Paris Austerlitz']"
Orléans,Paris Austerlitz ,TER,14070,10-03-2023,18:37:00,18:37:00,0,,"['Orléans', 'Les Aubrais', 'Paris Austerlitz']"
Tours,Paris Austerlitz ,TER,14072,10-03-2023,19:22:00,19:22:00,0,,"['Tours', 'Saint-Pierre-des-Corps', 'Amboise', 'Onzain - Chaumont-sur-Loire', 'Blois - Chambord', 'Les Aubrais', 'Paris Austerlitz']"
Châteaudun,Paris Austerlitz ,TER,860618,10-03-2023,19:36:00,19:36:00,0,,"['Châteaudun', 'Bonneval', 'Voves', 'Auneau', 'Dourdan', 'Paris Austerlitz']"
Cahors,Paris Austerlitz ,Intercités,3674,10-03-2023,20:33:00,20:33:00,0,,"['Cahors', 'Gourdon', 'Souillac', 'Brive-la-Gaillarde', 'Uzerche', 'Limoges-Bénédictins', 'La Souterraine', 'Argenton-sur-Creuse', 'Châteauroux', 'Issoudun', 'Vierzon', 'Paris Austerlitz']"
Orléans,Paris Austerlitz ,TER,14076,10-03-2023,20:36:30,20:36:30,0,,"['Orléans', 'Les Aubrais', 'Paris Austerlitz']"
Brive-la-Gaillarde,Paris Austerlitz ,Intercités,3684,10-03-2023,22:19:00,22:19:00,0,,"['Brive-la-Gaillarde', 'Uzerche', 'Limoges-Bénédictins', 'La Souterraine', 'Châteauroux', 'Vierzon', 'Paris Austerlitz']"
Nantes,Paris Austerlitz ,OUIGO Train Classique,4076,10-03-2023,22:46:00,22:46:00,0,,"['Nantes', 'Angers-Saint-Laud', 'Saumur', 'Saint-Pierre-des-Corps', 'Blois - Chambord', 'Les Aubrais', 'Juvisy', 'Paris Austerlitz']"
Orléans,Paris Austerlitz ,TER,14030,11-03-2023,06:08:30,06:08:30,0,,"['Orléans', 'Les Aubrais', 'Paris Austerlitz']"
Tours,Paris Austerlitz ,TER,14038,11-03-2023,08:22:00,08:22:00,0,,"['Tours', 'Saint-Pierre-des-Corps', 'Amboise', 'Onzain - Chaumont-sur-Loire', 'Blois - Chambord', 'Les Aubrais', 'Paris Austerlitz']"
Châteaudun,Paris Austerlitz ,TER,860604,11-03-2023,08:49:00,08:49:00,0,,"['Châteaudun', 'Bonneval', 'Voves', 'Auneau', 'Dourdan', 'Paris Austerlitz']"
Bourges,Paris Austerlitz ,TER,3904,11-03-2023,08:54:00,08:54:00,0,,"['Bourges', 'Vierzon', 'Salbris', 'Les Aubrais', 'Paris Austerlitz']"
Orléans,Paris Austerlitz ,TER,860504,11-03-2023,09:16:30,09:16:30,0,,"['Orléans', 'Les Aubrais', 'Cercottes', 'Chevilly', 'Artenay', 'Château-Gaillard', 'Toury', 'Angerville', 'Monnerville', 'Guillerval', 'Étampes', 'Paris Austerlitz']"
Orléans,Paris Austerlitz ,TER,14044,11-03-2023,10:08:00,10:08:00,0,,"['Orléans', 'Les Aubrais', 'Paris Austerlitz']"
Lens,Lille Flandres ,TER HDF,842208,10-03-2023,10:34:00,10:34:00,0,,"['Lens', 'Pont-à-Vendin', 'Bauvin - Provin', 'Don - Sainghin', 'Lille CHR', 'Lille Flandres']"
Lens,Lille Flandres ,TER HDF,843217,10-03-2023,11:51:00,11:51:00,0,,"['Lens', 'Billy-Montigny', 'Hénin-Beaumont', 'Dourges', 'Libercourt', 'Seclin', 'Lille Flandres']"
Hazebrouck,Lille Flandres ,TER HDF,844116,10-03-2023,12:07:00,12:07:00,0,,"['Hazebrouck', 'Strazeele', 'Bailleul', 'Steenwerck', 'Nieppe', 'Armentières', 'Pérenchies', 'Saint-André', 'La Madeleine', 'Lille Flandres']"
Lyon Perrache,Lille Flandres ,OUIGO,7818,10-03-2023,12:21:00,12:21:00,0,,"['Lyon Perrache', 'Marne-la-Vallée - Chessy', 'Aéroport Charles de Gaulle 2 TGV', 'Lille Flandres']"
Béthune,Lille Flandres ,TER HDF,842478,10-03-2023,12:44:00,12:44:00,0,,"['Béthune', 'Beuvry lès Béthune', 'Cuinchy', 'La Bassée', 'Salomé', 'Marquillies', 'Don - Sainghin', 'Wavrin', 'Santes', 'Haubourdin', 'Loos lez Lille', 'Lille CHR', 'Lille Porte de Douai', 'Lille Flandres']"
Hazebrouck,Lille Flandres ,TER HDF,844820,10-03-2023,12:47:00,12:47:00,0,,"['Hazebrouck', 'Bailleul', 'Armentières', 'Lille Flandres']"
Lens,Lille Flandres ,TER HDF,842212,10-03-2023,13:34:00,13:34:00,0,,"['Lens', 'Pont-à-Vendin', 'Bauvin - Provin', 'Don - Sainghin', 'Lille CHR', 'Lille Flandres']"
Hazebrouck,Lille Flandres ,TER HDF,844120,10-03-2023,14:07:00,14:07:00,0,,"['Hazebrouck', 'Strazeele', 'Bailleul', 'Steenwerck', 'Nieppe', 'Armentières', 'Pérenchies', 'Saint-André', 'La Madeleine', 'Lille Flandres']"
Paris Nord,Lille Flandres ,TGV INOUI,7037,10-03-2023,14:18:00,14:18:00,0,,"['Paris Nord', 'Lille Flandres']"
Lens,Lille Flandres ,TER HDF,843225,10-03-2023,15:21:00,15:21:00,0,,"['Lens', 'Billy-Montigny', 'Hénin-Beaumont', 'Dourges', 'Libercourt', 'Seclin', 'Lille Flandres']"
Paris Nord,Lille Flandres ,TGV INOUI,7043,10-03-2023,15:48:00,15:48:00,0,,"['Paris Nord', 'Lille Flandres']"
Valenciennes,Lille Flandres ,TER HDF,841228,10-03-2023,15:51:00,15:51:00,0,,"['Valenciennes', 'Saint-Amand-les-Eaux', 'Rosult', 'Landas', 'Orchies', 'Templeuve', 'Fretin', 'Lesquin', 'Lille Flandres']"
Douai,Lille Flandres ,TER HDF,843125,10-03-2023,16:33:00,16:33:00,0,,"['Douai', 'Pont-de-la-Deûle', 'Leforest', 'Ostricourt', 'Libercourt', 'Phalempin', 'Seclin', 'Wattignies - Templemars', 'Ronchin', 'Lille Flandres']"
Valenciennes,Lille Flandres ,TER HDF,841232,10-03-2023,16:51:00,16:51:00,0,,"['Valenciennes', 'Saint-Amand-les-Eaux', 'Rosult', 'Landas', 'Orchies', 'Templeuve', 'Fretin', 'Lesquin', 'Lille Flandres']"
Lens,Lille Flandres ,TER HDF,842112,10-03-2023,17:13:00,17:13:00,0,,"['Lens', 'Sallaumines', 'Loison-sous-Lens', 'Pont-à-Vendin', 'Meurchin', 'Bauvin - Provin', 'Don - Sainghin', 'La Fontaine', 'Wavrin', 'Santes', 'Haubourdin', 'Loos lez Lille', 'Lille CHR', 'Lille Porte de Douai', 'Lille Flandres']"
Paris Nord,Lille Flandres ,TGV INOUI,7049,10-03-2023,17:18:00,17:18:00,0,,"['Paris Nord', 'Lille Flandres']"
Dunkerque,Lille Flandres ,TER HDF,844914,10-03-2023,17:20:00,17:20:00,0,,"['Dunkerque', 'Bergues', 'Esquelbecq', 'Arnèke', 'Cassel', 'Hazebrouck', 'Bailleul', 'Armentières', 'Lille Flandres']"
Lens,Lille Flandres ,TER HDF,843231,10-03-2023,17:21:00,17:21:00,0,,"['Lens', 'Billy-Montigny', 'Hénin-Beaumont', 'Dourges', 'Libercourt', 'Seclin', 'Lille Flandres']"
Maubeuge,Lille Flandres ,TER HDF,841816,10-03-2023,17:25:00,17:25:00,0,,"['Maubeuge', 'Aulnoye-Aymeries', 'Le Quesnoy', 'Valenciennes', 'Saint-Amand-les-Eaux', 'Orchies', 'Lille Flandres']"
Wambrechies,Lille Flandres ,TER HDF,36002,10-03-2023,17:29:00,17:29:00,0,,"['Wambrechies', 'Marquette', 'Lille Flandres']"
Béthune,Lille Flandres ,TER HDF,842484,10-03-2023,17:44:00,17:44:00,0,,"['Béthune', 'Beuvry lès Béthune', 'Cuinchy', 'La Bassée', 'Salomé', 'Marquillies', 'Don - Sainghin', 'Wavrin', 'Santes', 'Haubourdin', 'Loos lez Lille', 'Lille CHR', 'Lille Porte de Douai', 'Lille Flandres']"
Calais Ville,Lille Flandres ,TER HDF,844826,10-03-2023,17:47:00,17:47:00,0,,"['Calais Ville', 'Audruicq', 'Watten - Éperlecques', 'Saint-Omer', 'Hazebrouck', 'Bailleul', 'Armentières', 'Lille Flandres']"
Paris Nord,Lille Flandres ,TGV INOUI,7053,10-03-2023,17:48:00,17:48:00,0,,"['Paris Nord', 'Lille Flandres']"
Valenciennes,Lille Flandres ,TER HDF,841236,10-03-2023,17:51:00,17:51:00,0,,"['Valenciennes', 'Saint-Amand-les-Eaux', 'Rosult', 'Landas', 'Orchies', 'Templeuve', 'Fretin', 'Lesquin', 'Lille Flandres']"
Lens,Lille Flandres ,TER HDF,843233,10-03-2023,17:51:00,17:51:00,0,,"['Lens', 'Billy-Montigny', 'Hénin-Beaumont', 'Dourges', 'Libercourt', 'Seclin', 'Lille Flandres']"
Comines,Lille Flandres ,TER HDF,36000,10-03-2023,17:51:00,17:51:00,0,,"['Comines', 'Sainte-Marguerite', 'Quesnoy-sur-Deûle', 'Lille Flandres']"
Douai,Lille Flandres ,TER HDF,843131,10-03-2023,18:03:00,18:03:00,0,,"['Douai', 'Pont-de-la-Deûle', 'Leforest', 'Ostricourt', 'Libercourt', 'Phalempin', 'Seclin', 'Wattignies - Templemars', 'Ronchin', 'Lille Flandres']"
