Provenance,Destination,Train,Numéro,Jour,Départ (réel),Départ (prévu),Retard (min),Cause,Arrêts
Paris Nord,St Pancras International ,Eurostar,9031,09-03-2023,13:13:00,13:13:00,0,,['St Pancras International']
Paris Nord,Lille Flandres ,TGV INOUI,7037,09-03-2023,13:16:00,13:16:00,0,,['Lille Flandres']
Paris Nord,Amsterdam Centraal ,Thalys,9351,09-03-2023,14:22:00,14:22:00,0,,"['Bruxelles-Midi - Brussel-Zuid', 'Antwerpen-Centraal', 'Rotterdam Centraal', 'Schiphol - Airport', 'Amsterdam Centraal']"
Paris Nord,Laon ,TER HDF,849923,09-03-2023,14:31:00,14:31:00,0,,"['Dammartin - Juilly - Saint-Mard', 'Le Plessis-Belleville', 'Nanteuil-le-Haudouin', 'Crépy-en-Valois', 'Villers-Cotterêts', 'Soissons', 'Anizy - Pinon', 'Laon']"
Paris Nord,Saint-Quentin ,TER HDF,847917,09-03-2023,14:34:00,14:34:00,0,,"['Creil', 'Pont-Sainte-Maxence', 'Compiègne', 'Noyon', 'Chauny', 'Tergnier', 'Saint-Quentin']"
Paris Nord,Lille Flandres ,TGV INOUI,7043,09-03-2023,14:46:00,14:46:00,0,,['Lille Flandres']
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6617,09-03-2023,13:46:00,13:46:00,0,,"['Le Creusot - Montceau-les-Mines - Montchanin TGV', 'Lyon Part Dieu', 'Lyon Perrache']"
Paris - Gare de Lyon - Hall 1 & 2,Nice ,TGV INOUI,6077,09-03-2023,13:54:00,13:54:00,0,,"['Marseille - Saint-Charles', 'Toulon', 'Saint-Raphaël - Valescure', 'Cannes', 'Antibes', 'Nice']"
Paris - Gare de Lyon - Hall 1 & 2,Bâle - SBB ,TGV Lyria,9215,09-03-2023,14:15:00,14:15:00,0,,"['Belfort - Montbéliard TGV', 'Mulhouse-Ville', 'Bâle - SBB']"
Paris - Gare de Lyon - Hall 1 & 2,Besançon-Viotte ,TGV INOUI,6743,09-03-2023,14:49:00,14:49:00,0,,"['Montbard', 'Dijon Ville', 'Dole-Ville', 'Besançon-Viotte']"
Paris - Gare de Lyon - Hall 1 & 2,Barcelona Sants ,TGV INOUI,9715,09-03-2023,14:54:00,14:54:00,0,,"['Valence TGV Rhône-Alpes Sud', 'Nîmes Pont-du-Gard', 'Montpellier Sud de France', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Perpignan', 'Figueres - Vilafant', 'Girona/Gerona', 'Barcelona Sants']"
Paris - Montparnasse - Hall 1 & 2,Nantes ,TGV INOUI,8875,09-03-2023,13:29:00,13:29:00,0,,"['Le Mans', 'Sablé-sur-Sarthe', 'Angers-Saint-Laud', 'Nantes']"
Paris - Montparnasse - Hall 1 & 2,Bordeaux Saint-Jean ,OUIGO,7653,09-03-2023,13:41:00,13:41:00,0,,"['Poitiers', 'Bordeaux Saint-Jean']"
Paris - Montparnasse - Hall 1 & 2,Bordeaux Saint-Jean ,TGV INOUI,12265,09-03-2023,14:02:00,14:02:00,0,,"['Massy TGV', 'Bordeaux Saint-Jean']"
Paris - Montparnasse - Hall 1 & 2,Tarbes ,TGV INOUI,8574,09-03-2023,14:02:00,14:02:00,0,,"['Massy TGV', 'Bordeaux Saint-Jean', 'Dax', 'Orthez', 'Pau', 'Lourdes', 'Tarbes']"
Paris - Montparnasse - Hall 1 & 2,Bordeaux Saint-Jean ,TGV INOUI,8485,09-03-2023,14:15:00,14:15:00,0,,"['Saint-Pierre-des-Corps', 'Poitiers', 'Angoulême', 'Libourne', 'Bordeaux Saint-Jean']"
Paris - Montparnasse - Hall 1 & 2,Quimper ,OUIGO,8723,09-03-2023,14:41:00,14:41:00,0,,"['Laval', 'Rennes', 'Redon', 'Vannes', 'Lorient', 'Quimperlé', 'Rosporden', 'Quimper']"
Paris - Montparnasse - Hall 1 & 2,Le Mans ,TER,16769,09-03-2023,15:06:00,15:06:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Épernon', 'Maintenon', 'Chartres', 'Courville-sur-Eure', 'La Loupe', 'Nogent-le-Rotrou', 'La Ferté-Bernard', 'Connerré - Beillé', 'Le Mans']"
Paris - Montparnasse - Hall 1 & 2,Toulouse Matabiau ,TGV INOUI,8509,09-03-2023,15:08:00,15:08:00,0,,"['Bordeaux Saint-Jean', 'Toulouse Matabiau']"
Paris - Montparnasse - Hall 1 & 2,Bordeaux Saint-Jean ,TGV INOUI,8447,09-03-2023,16:03:00,16:03:00,0,,"['Poitiers', 'Angoulême', 'Bordeaux Saint-Jean']"
Paris - Montparnasse - Hall 1 & 2,Chartres ,TER,862425,09-03-2023,16:09:00,16:09:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Gazeran', 'Épernon', 'Maintenon', 'Saint-Piat', 'Jouy', 'La Villette Saint-Prest', 'Chartres']"
Paris - Montparnasse - Hall 1 & 2,Tours ,TGV INOUI,8313,09-03-2023,16:28:00,16:28:00,0,,"['Vendôme - Villiers-sur-Loir', 'Saint-Pierre-des-Corps', 'Tours']"
Paris - Montparnasse - Hall 1 & 2,Chartres ,TER,862429,09-03-2023,17:09:00,17:09:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Gazeran', 'Épernon', 'Maintenon', 'Saint-Piat', 'Jouy', 'La Villette Saint-Prest', 'Chartres']"
Paris - Montparnasse - Hall 1 & 2,Rennes ,TGV INOUI,8067,09-03-2023,17:12:00,17:12:00,0,,"['Le Mans', 'Laval', 'Rennes']"
Paris - Montparnasse - Hall 1 & 2,Chartres ,TER,862431,09-03-2023,17:39:00,17:39:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Gazeran', 'Épernon', 'Maintenon', 'Saint-Piat', 'Jouy', 'La Villette Saint-Prest', 'Chartres']"
Paris - Montparnasse - Hall 1 & 2,Saint-Nazaire ,TGV INOUI,8905,09-03-2023,17:48:00,17:48:00,0,,"['Angers-Saint-Laud', 'Nantes', 'Saint-Nazaire']"
Paris - Montparnasse - Hall 1 & 2,Le Mans ,TER,16775,09-03-2023,18:05:00,18:05:00,0,,"['Versailles Chantiers', 'Épernon', 'Maintenon', 'Chartres', 'Courville-sur-Eure', 'La Loupe', 'Nogent-le-Rotrou', 'La Ferté-Bernard', 'Connerré - Beillé', 'Le Mans']"
Paris - Montparnasse - Hall 1 & 2,Saint-Malo ,TGV INOUI,8093,09-03-2023,18:11:00,18:11:00,0,,"['Laval', 'Vitré', 'Rennes', 'Dol-de-Bretagne', 'Saint-Malo']"
Paris - Montparnasse - Hall 1 & 2,Argentan ,TER,3479,09-03-2023,18:13:00,18:13:00,0,,"['Versailles Chantiers', 'Dreux', 'Nonancourt', 'Verneuil-sur-Avre', 'L\'Aigle"", \'links\': [], \'coord\': {\'lat\': \'48.766229\', \'lon\': \'0.620014\'}, \'label\': ""L\'Aigle (L\'Aigle)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87444638:Train\'', 'Surdon', 'Argentan']"
Paris - Montparnasse - Hall 1 & 2,Poitiers ,TGV INOUI,8345,09-03-2023,18:28:00,18:28:00,0,,"['Vendôme - Villiers-sur-Loir', 'Saint-Pierre-des-Corps', 'Châtellerault', 'Poitiers']"
Paris - Montparnasse - Hall 1 & 2,Tours ,TGV INOUI,8319,09-03-2023,18:28:00,18:28:00,0,,"['Vendôme - Villiers-sur-Loir', 'Saint-Pierre-des-Corps', 'Tours']"
Paris - Montparnasse - Hall 1 & 2,Le Mans ,TGV INOUI,8897,09-03-2023,18:36:00,18:36:00,0,,['Le Mans']
Paris - Montparnasse - Hall 1 & 2,Chartres ,TER,862437,09-03-2023,18:39:00,18:39:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Gazeran', 'Épernon', 'Maintenon', 'Saint-Piat', 'Jouy', 'La Villette Saint-Prest', 'Chartres']"
Paris - Montparnasse - Hall 1 & 2,Chartres ,TER,862441,09-03-2023,19:39:00,19:39:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Gazeran', 'Épernon', 'Maintenon', 'Saint-Piat', 'Jouy', 'La Villette Saint-Prest', 'Chartres']"
Paris - Montparnasse - Hall 1 & 2,Granville ,TER,3441,09-03-2023,19:43:00,19:43:00,0,,"['Dreux', 'Verneuil-sur-Avre', 'L\'Aigle"", \'links\': [], \'coord\': {\'lat\': \'48.766229\', \'lon\': \'0.620014\'}, \'label\': ""L\'Aigle (L\'Aigle)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87444638:Train\'', 'Surdon', 'Argentan', 'Briouze', 'Flers', 'Vire', 'Villedieu-les-Poêles', 'Granville']"
Paris - Montparnasse - Hall 1 & 2,Chartres ,TER,862443,09-03-2023,20:09:00,20:09:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Gazeran', 'Épernon', 'Maintenon', 'Saint-Piat', 'Jouy', 'La Villette Saint-Prest', 'Chartres']"
Paris - Montparnasse - Hall 1 & 2,Chartres ,TER,16781,09-03-2023,21:06:00,21:06:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Épernon', 'Maintenon', 'Chartres']"
Paris - Montparnasse - Hall 1 & 2,Chartres ,TER,862447,09-03-2023,22:09:00,22:09:00,0,,"['Versailles Chantiers', 'Rambouillet', 'Gazeran', 'Épernon', 'Maintenon', 'Saint-Piat', 'Jouy', 'La Villette Saint-Prest', 'Chartres']"
Paris Est,Colmar ,TGV INOUI,2369,09-03-2023,13:55:00,13:55:00,0,,"['Strasbourg', 'Colmar']"
Paris Est,Stuttgart Hbf ,DB SNCF,9575,09-03-2023,13:55:00,13:55:00,0,,"['Strasbourg', 'Karlsruhe Hauptbahnhof', 'Stuttgart Hbf']"
Paris Est,Culmont - Chalindrey ,TER,839563,09-03-2023,15:10:00,15:10:00,0,,"['Nogent-sur-Seine', 'Romilly-sur-Seine', 'Troyes', 'Vendeuvre', 'Bar-sur-Aube', 'Chaumont', 'Langres', 'Culmont - Chalindrey']"
Paris Est,Metz Ville ,TGV INOUI,2613,09-03-2023,15:24:00,15:24:00,0,,['Metz Ville']
Paris Est,Reims ,TGV INOUI,2743,09-03-2023,15:28:00,15:28:00,0,,['Reims']
Paris Est,Nancy ,TGV INOUI,2513,09-03-2023,16:07:00,16:07:00,0,,"['Champagne-Ardenne TGV', 'Nancy']"
Paris Est,Strasbourg ,OUIGO,7693,09-03-2023,16:16:00,16:16:00,0,,"['Metz Ville', 'Strasbourg']"
Paris Est,Mulhouse-Ville ,TER,839557,09-03-2023,16:42:00,16:42:00,0,,"['Nogent-sur-Seine', 'Romilly-sur-Seine', 'Troyes', 'Vendeuvre', 'Bar-sur-Aube', 'Chaumont', 'Langres', 'Culmont - Chalindrey', 'Vesoul', 'Lure', 'Belfort-Ville', 'Altkirch', 'Mulhouse-Ville']"
Paris Est,Troyes ,TER,839407,09-03-2023,17:12:00,17:12:00,0,,"['Longueville', 'Nogent-sur-Seine', 'Romilly-sur-Seine', 'Troyes']"
Paris Est,Freiburg ,TGV INOUI,9591,09-03-2023,17:25:00,17:25:00,0,,"['Strasbourg', 'Offenburg', 'Lahr Schwarzw', 'Ringsheim', 'Freiburg (Breisgau) Hauptbahnhof']"
Paris Est,Strasbourg ,TGV INOUI,2061,09-03-2023,17:25:00,17:25:00,0,,['Strasbourg']
Paris Est,Reims ,TGV INOUI,2747,09-03-2023,17:28:00,17:28:00,0,,['Reims']
Paris Est,Saint-Dizier ,TER,839139,09-03-2023,17:36:00,17:36:00,0,,"['Château-Thierry', 'Dormans', 'Épernay', 'Châlons-en-Champagne', 'Vitry-le-François', 'Saint-Dizier']"
Paris Est,Luxembourg ,TGV INOUI,2833,09-03-2023,17:40:00,17:40:00,0,,"['Metz Ville', 'Thionville', 'Luxembourg (CFL)']"
Paris Est,Troyes ,TER,839409,09-03-2023,17:42:00,17:42:00,0,,"['Nogent-sur-Seine', 'Romilly-sur-Seine', 'Troyes']"
Paris Est,Stuttgart Hbf ,DB SNCF,9579,09-03-2023,17:55:00,17:55:00,0,,"['Strasbourg', 'Karlsruhe Hauptbahnhof', 'Stuttgart Hbf']"
Paris Est,Remiremont ,TGV INOUI,2573,09-03-2023,18:10:00,18:10:00,0,,"['Meuse TGV', 'Nancy', 'Épinal', 'Remiremont']"
Paris Est,Saint-Dié-des-Vosges ,TGV INOUI,2593,09-03-2023,18:10:00,18:10:00,0,,"['Meuse TGV', 'Nancy', 'Saint-Dié-des-Vosges']"
Paris Est,Sedan ,TGV INOUI,2751,09-03-2023,18:28:00,18:28:00,0,,"['Reims', 'Rethel', 'Charleville-Mézières', 'Sedan']"
Paris Est,Reims ,TGV INOUI,2253,09-03-2023,18:28:00,18:28:00,0,,['Reims']
Paris Est,Saint-Dizier ,TER,839141,09-03-2023,18:35:00,18:35:00,0,,"['Château-Thierry', 'Dormans', 'Épernay', 'Châlons-en-Champagne', 'Vitry-le-François', 'Saint-Dizier']"
Paris Est,Frankfurt am Main - Hauptbahnhof ,DB SNCF,9557,09-03-2023,19:07:00,19:07:00,0,,"['Forbach', 'Saarbrücken - Hauptbahnhof', 'Kaiserslautern Hauptbahnhof', 'Mannheim - Hauptbahnhof', 'Frankfurt am Main - Hauptbahnhof']"
Paris Est,Châlons-en-Champagne ,TER,839129,09-03-2023,21:36:00,21:36:00,0,,"['Château-Thierry', 'Dormans', 'Épernay', 'Châlons-en-Champagne']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6613,09-03-2023,14:02:00,14:02:00,0,,['Lyon Perrache']
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6620,09-03-2023,14:04:00,14:04:00,0,,"['Le Creusot - Montceau-les-Mines - Montchanin TGV', 'Paris - Gare de Lyon - Hall 1 & 2']"
Lyon Part Dieu,Toulon ,TGV INOUI,6813,09-03-2023,14:06:00,14:06:00,0,,"['Avignon TGV', 'Aix-en-Provence TGV', 'Marseille - Saint-Charles', 'Toulon']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,OUIGO,7803,09-03-2023,14:28:00,14:28:00,0,,['Lyon Perrache']
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6615,09-03-2023,15:02:00,15:02:00,0,,['Lyon Perrache']
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6622,09-03-2023,15:04:00,15:04:00,0,,['Paris - Gare de Lyon - Hall 1 & 2']
Lyon Part Dieu,Paris-Bercy Bourgogne - Pays d'Auvergne ,TER,17762,09-03-2023,15:18:00,15:18:00,0,,"['Saint-Germain-au-Mont-d\'Or"", \'links\': [], \'coord\': {\'lat\': \'45.888431\', \'lon\': \'4.804206\'}, \'label\': ""Saint-Germain-au-Mont-d\'Or (Saint-Germain-au-Mont-d\'Or)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87721282:LongDistanceTrain\'', 'Villefranche-sur-Saône', 'Belleville sur Saône', 'Mâcon', 'Tournus', 'Chalon-sur-Saône', 'Chagny', 'Beaune', 'Dijon Ville', 'Les Laumes - Alésia', 'Montbard', 'Nuits sous Ravières', 'Tonnerre', 'Saint-Florentin - Vergigny', 'Laroche - Migennes', 'Joigny', 'Sens', 'Paris-Bercy Bourgogne - Pays d\'Auvergne"", \'links\': [], \'coord\': {\'lat\': \'48.839215\', \'lon\': \'2.382791\'}, \'label\': ""Paris-Bercy Bourgogne - Pays d\'Auvergne (Paris)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87686667:LongDistanceTrain\'']"
Lyon Part Dieu,Saint-Étienne Châteaucreux ,TER,886764,09-03-2023,15:54:00,15:54:00,0,,"['Givors Ville', 'Rive-de-Gier', 'Saint-Chamond', 'Saint-Étienne Châteaucreux']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6617,09-03-2023,16:02:00,16:02:00,0,,['Lyon Perrache']
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6624,09-03-2023,16:04:00,16:04:00,0,,"['Le Creusot - Montceau-les-Mines - Montchanin TGV', 'Paris - Gare de Lyon - Hall 1 & 2']"
Lyon Part Dieu,Dijon Ville ,TER,17812,09-03-2023,16:18:00,16:18:00,0,,"['Saint-Germain-au-Mont-d\'Or"", \'links\': [], \'coord\': {\'lat\': \'45.888431\', \'lon\': \'4.804206\'}, \'label\': ""Saint-Germain-au-Mont-d\'Or (Saint-Germain-au-Mont-d\'Or)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87721282:LongDistanceTrain\'', 'Villefranche-sur-Saône', 'Belleville sur Saône', 'Mâcon', 'Tournus', 'Chalon-sur-Saône', 'Chagny', 'Beaune', 'Dijon Ville']"
Marseille - Saint-Charles,Bruxelles-Midi - Brussel-Zuid ,TGV INOUI,9868,09-03-2023,17:00:00,17:00:00,0,,"['Marne-la-Vallée - Chessy', 'Aéroport Charles de Gaulle 2 TGV', 'Lille Europe', 'Bruxelles-Midi - Brussel-Zuid']"
Bruxelles-Midi - Brussel-Zuid,Montpellier Saint-Roch ,TGV INOUI,9836,09-03-2023,20:10:00,20:10:00,0,,"['Valence TGV Rhône-Alpes Sud', 'Nîmes Centre', 'Montpellier Saint-Roch']"
Lyon Part Dieu,Chambéry - Challes-les-Eaux ,TER,18503,10-03-2023,07:50:00,07:50:00,0,,"['Bourgoin-Jallieu', 'La Tour-du-Pin', 'Pont-de-Beauvoisin', 'Lépin-le-Lac - La Bauche', 'Chambéry - Challes-les-Eaux']"
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6608,10-03-2023,08:04:00,08:04:00,0,,"['Le Creusot - Montceau-les-Mines - Montchanin TGV', 'Paris - Gare de Lyon - Hall 1 & 2']"
Lyon Part Dieu,Nice ,TGV INOUI,6805,10-03-2023,08:06:00,08:06:00,0,,"['Valence TGV Rhône-Alpes Sud', 'Avignon TGV', 'Aix-en-Provence TGV', 'Marseille - Saint-Charles', 'Toulon', 'Saint-Raphaël - Valescure', 'Cannes', 'Antibes', 'Nice']"
Lyon Part Dieu,Annecy ,TER,17972,10-03-2023,08:08:00,08:08:00,0,,"['Ambérieu-en-Bugey', 'Aix-les-Bains - Le Revard', 'Albens', 'Rumilly', 'Annecy']"
Saint-Étienne Châteaucreux,Ambérieu-en-Bugey ,TER,886809,10-03-2023,08:12:00,08:12:00,0,,"['Crépieux la Pape', 'Miribel', 'Saint-Maurice-de-Beynost', 'Beynost', 'Montluel', 'La Valbonne', 'Meximieux - Pérouges', 'Ambérieu-en-Bugey']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6601,10-03-2023,08:13:00,08:13:00,0,,['Lyon Perrache']
Lyon Part Dieu,Grenoble ,TER,17609,10-03-2023,08:16:00,08:16:00,0,,"['La Verpillière', 'Bourgoin-Jallieu', 'La Tour-du-Pin', 'Voiron', 'Grenoble']"
Lyon Part Dieu,Valence Ville ,TER,886113,10-03-2023,08:20:00,08:20:00,0,,"['Vienne', 'Le Péage-de-Roussillon', 'Tain-l\'Hermitage - Tournon"", \'links\': [], \'coord\': {\'lat\': \'45.072178\', \'lon\': \'4.839708\'}, \'label\': ""Tain-l\'Hermitage - Tournon (Tain-l\'Hermitage)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87761163:LongDistanceTrain\'', 'Valence Ville']"
Ambérieu-en-Bugey,Saint-Étienne Châteaucreux ,TER,886708,10-03-2023,08:24:00,08:24:00,0,,"['Givors Ville', 'Rive-de-Gier', 'Saint-Chamond', 'Saint-Étienne Châteaucreux']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6641,10-03-2023,08:28:00,08:28:00,0,,['Lyon Perrache']
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6603,10-03-2023,09:02:00,09:02:00,0,,['Lyon Perrache']
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6610,10-03-2023,09:04:00,09:04:00,0,,['Paris - Gare de Lyon - Hall 1 & 2']
Lyon Part Dieu,Dijon Ville ,TER,17804,10-03-2023,09:18:00,09:18:00,0,,"['Saint-Germain-au-Mont-d\'Or"", \'links\': [], \'coord\': {\'lat\': \'45.888431\', \'lon\': \'4.804206\'}, \'label\': ""Saint-Germain-au-Mont-d\'Or (Saint-Germain-au-Mont-d\'Or)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87721282:LongDistanceTrain\'', 'Villefranche-sur-Saône', 'Belleville sur Saône', 'Mâcon', 'Tournus', 'Chalon-sur-Saône', 'Chagny', 'Beaune', 'Dijon Ville']"
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,OUIGO,7802,10-03-2023,09:38:00,09:38:00,0,,['Paris - Gare de Lyon - Hall 1 & 2']
Lyon Part Dieu,Chambéry - Challes-les-Eaux ,TER,18507,10-03-2023,09:50:00,09:50:00,0,,"['Bourgoin-Jallieu', 'La Tour-du-Pin', 'Pont-de-Beauvoisin', 'Lépin-le-Lac - La Bauche', 'Chambéry - Challes-les-Eaux']"
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6612,10-03-2023,10:04:00,10:04:00,0,,"['Le Creusot - Montceau-les-Mines - Montchanin TGV', 'Paris - Gare de Lyon - Hall 1 & 2']"
Lyon Part Dieu,Saint-Étienne Châteaucreux ,TER,886759,10-03-2023,10:24:00,10:24:00,0,,"['Givors Ville', 'Rive-de-Gier', 'Saint-Chamond', 'Saint-Étienne Châteaucreux']"
Lyon Perrache,Nantes ,TGV INOUI,5354,10-03-2023,10:30:00,10:30:00,0,,"['Massy TGV', 'Le Mans', 'Angers-Saint-Laud', 'Nantes']"
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6614,10-03-2023,11:04:00,11:04:00,0,,['Paris - Gare de Lyon - Hall 1 & 2']
Lyon Part Dieu,Saint-Étienne Châteaucreux ,TER,886719,10-03-2023,11:24:00,11:24:00,0,,"['Givors Ville', 'Rive-de-Gier', 'Saint-Chamond', 'Saint-Étienne Châteaucreux']"
Lyon Part Dieu,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6616,10-03-2023,11:34:00,11:34:00,0,,['Paris - Gare de Lyon - Hall 1 & 2']
Lyon Perrache,Rennes ,TGV INOUI,5382,10-03-2023,11:46:00,11:46:00,0,,"['Massy TGV', 'Le Mans', 'Rennes']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6609,10-03-2023,12:02:00,12:02:00,0,,['Lyon Perrache']
Lyon Part Dieu,Toulouse Matabiau ,TGV INOUI,6823,10-03-2023,12:10:00,12:10:00,0,,"['Valence TGV Rhône-Alpes Sud', 'Nîmes Centre', 'Montpellier Saint-Roch', 'Béziers', 'Narbonne', 'Carcassonne', 'Toulouse Matabiau']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6611,10-03-2023,13:02:00,13:02:00,0,,['Lyon Perrache']
Saint-Étienne Châteaucreux,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6694,10-03-2023,13:04:00,13:04:00,0,,['Paris - Gare de Lyon - Hall 1 & 2']
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6618,10-03-2023,13:04:00,13:04:00,0,,['Paris - Gare de Lyon - Hall 1 & 2']
Metz Ville,Marseille - Saint-Charles ,TGV INOUI,9877,10-03-2023,13:10:00,13:10:00,0,,"['Valence TGV Rhône-Alpes Sud', 'Avignon TGV', 'Aix-en-Provence TGV', 'Marseille - Saint-Charles']"
Paris Austerlitz,Châteaudun ,TER,860613,09-03-2023,16:15:00,16:15:00,0,,"['Auneau', 'Voves', 'Bonneval', 'Châteaudun']"
Paris Austerlitz,Cahors ,Intercités,3655,09-03-2023,16:39:00,16:39:00,0,,"['Issoudun', 'Châteauroux', 'La Souterraine', 'Limoges-Bénédictins', 'Uzerche', 'Brive-la-Gaillarde', 'Souillac', 'Gourdon', 'Cahors']"
Paris Austerlitz,Tours ,TER,14061,09-03-2023,17:38:00,17:38:00,0,,"['Les Aubrais', 'Blois - Chambord', 'Onzain - Chaumont-sur-Loire', 'Amboise', 'Saint-Pierre-des-Corps', 'Tours']"
Paris Austerlitz,Châteaudun ,TER,860615,09-03-2023,18:08:00,18:08:00,0,,"['Auneau', 'Voves', 'Bonneval', 'Châteaudun']"
Paris Austerlitz,Nantes ,OUIGO Train Classique,4085,09-03-2023,18:10:30,18:10:30,0,,"['Les Aubrais', 'Blois - Chambord', 'Saint-Pierre-des-Corps', 'Saumur', 'Angers-Saint-Laud', 'Nantes']"
Paris Austerlitz,Tours ,TER,14067,09-03-2023,18:37:00,18:37:00,0,,"['Les Aubrais', 'Blois - Chambord', 'Onzain - Chaumont-sur-Loire', 'Amboise', 'Saint-Pierre-des-Corps', 'Tours']"
Paris Austerlitz,Bourges ,TER,3917,09-03-2023,19:08:00,19:08:00,0,,"['Les Aubrais', 'Salbris', 'Vierzon', 'Bourges']"
Paris Austerlitz,Orléans ,TER,14071,09-03-2023,19:23:00,19:23:00,0,,"['Les Aubrais', 'Orléans']"
Paris Austerlitz,Rodez ,Intercités,64211,09-03-2023,22:15:00,22:15:00,0,,"['Saint-Denis-Près-Martel', 'Rocamadour - Padirac', 'Gramat', 'Assier', 'Figeac', 'Capdenac', 'Viviez - Decazeville', 'Aubin', 'Cransac', 'Saint-Christophe', 'Rodez']"
Paris Austerlitz,Orléans ,TER,860501,10-03-2023,05:38:00,05:38:00,0,,"['Étampes', 'Guillerval', 'Monnerville', 'Angerville', 'Boisseaux', 'Toury', 'Château-Gaillard', 'Artenay', 'Chevilly', 'Cercottes', 'Les Aubrais', 'Orléans']"
Paris Austerlitz,Orléans ,TER,14031,10-03-2023,06:23:00,06:23:00,0,,"['Les Aubrais', 'Orléans']"
Paris Austerlitz,Orléans ,TER,860503,10-03-2023,06:41:00,06:41:00,0,,"['Étampes', 'Guillerval', 'Monnerville', 'Angerville', 'Boisseaux', 'Toury', 'Château-Gaillard', 'Artenay', 'Chevilly', 'Cercottes', 'Les Aubrais', 'Orléans']"
Paris Austerlitz,Vierzon ,TER,3903,10-03-2023,07:06:00,07:06:00,0,,"['Les Aubrais', 'Salbris', 'Vierzon']"
Paris Austerlitz,Tours ,TER,14033,10-03-2023,07:38:00,07:38:00,0,,"['Les Aubrais', 'Blois - Chambord', 'Onzain - Chaumont-sur-Loire', 'Amboise', 'Saint-Pierre-des-Corps', 'Tours']"
Paris Austerlitz,Châteaudun ,TER,860605,10-03-2023,08:14:00,08:14:00,0,,"['Dourdan', 'Auneau', 'Voves', 'Bonneval', 'Châteaudun']"
Paris Austerlitz,Orléans ,TER,14035,10-03-2023,08:23:00,08:23:00,0,,"['Les Aubrais', 'Orléans']"
Paris Austerlitz,Orléans ,TER,14037,10-03-2023,09:19:00,09:19:00,0,,"['Les Aubrais', 'Orléans']"
Paris Austerlitz,Cahors ,Intercités,3621,10-03-2023,09:37:00,09:37:00,0,,"['Issoudun', 'Châteauroux', 'Argenton-sur-Creuse', 'La Souterraine', 'Limoges-Bénédictins', 'Uzerche', 'Brive-la-Gaillarde', 'Souillac', 'Gourdon', 'Cahors']"
Paris Austerlitz,Châteaudun ,TER,860607,10-03-2023,10:14:00,10:14:00,0,,"['Dourdan', 'Auneau', 'Voves', 'Bonneval', 'Châteaudun']"
Paris Austerlitz,Orléans ,TER,14043,10-03-2023,11:23:00,11:23:00,0,,"['Les Aubrais', 'Orléans']"
Paris Austerlitz,Bourges ,TER,3911,10-03-2023,12:07:00,12:07:00,0,,"['Les Aubrais', 'Salbris', 'Vierzon', 'Bourges']"
