Provenance,Destination,Train,Numéro,Jour,Départ (réel),Départ (prévu),Retard (min),Cause,Arrêts
Rennes,Bruxelles-Midi - Brussel-Zuid ,TGV INOUI,9884,07-03-2023,09:16:30,09:16:30,0,,"['TGV Haute Picardie', 'Lille Europe', 'Bruxelles-Midi - Brussel-Zuid']"
Marseille - Saint-Charles,Bruxelles-Midi - Brussel-Zuid ,TGV INOUI,9854,07-03-2023,10:38:00,10:38:00,0,,"['Lille Europe', 'Bruxelles-Midi - Brussel-Zuid']"
Annecy,Annemasse ,LEX,49540,07-03-2023,05:10:00,05:10:00,0,,"['Pringy', 'Annemasse']"
Annecy,Annemasse ,LEX,49542,07-03-2023,06:10:00,06:10:00,0,,"['Pringy', 'Annemasse']"
Annecy,Annemasse ,LEX,49544,07-03-2023,07:10:00,07:10:00,0,,"['Pringy', 'Annemasse']"
Annecy,Lyon-Part-Dieu - Gare Routière ,TER,39518,07-03-2023,09:00:00,09:00:00,0,,['Lyon-Part-Dieu - Gare Routière']
Annecy,Annemasse ,LEX,461219,07-03-2023,09:08:00,09:08:00,0,,"['Pringy', 'Groisy - Thorens - La Caille', 'La Roche-sur-Foron', 'Reignier', 'Annemasse']"
Annecy,Annemasse ,LEX,461221,07-03-2023,09:27:00,09:27:00,0,,"['La Roche-sur-Foron', 'Annemasse']"
Annecy,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6964,07-03-2023,09:29:00,09:29:00,0,,"['Aix-les-Bains - Le Revard', 'Chambéry - Challes-les-Eaux', 'Mâcon Loché TGV', 'Paris - Gare de Lyon - Hall 1 & 2']"
Avignon Centre,Marseille - Saint-Charles ,TER,879603,07-03-2023,05:52:00,05:27:00,25,Difficultés lors de la préparation du train,"['Montfavet', 'Morières-lès-Avignon', 'Saint-Saturnin-lès-Avignon', 'Gadagne', 'Le Thor', 'L\'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse"", \'links\': [], \'coord\': {\'lat\': \'43.917398\', \'lon\': \'5.047606\'}, \'label\': ""L\'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse (L\'Isle-sur-la-Sorgue)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87765479:Train\'', 'Cavaillon', 'Orgon', 'Sénas', 'Lamanon', 'Salon', 'Miramas', 'Saint-Chamas', 'Rognac', 'Vitrolles - Aéroport Marseille Provence', 'Pas des Lanciers', 'L\'Estaque"", \'links\': [], \'coord\': {\'lat\': \'43.363646\', \'lon\': \'5.321342\'}, \'label\': ""L\'Estaque (Marseille)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87751602:Train\'', 'Marseille - Saint-Charles']"
Avignon Centre,Marseille - Saint-Charles ,TER,879515,07-03-2023,06:48:00,06:48:00,0,,"['Arles', 'Saint-Martin-de-Crau', 'Miramas', 'Vitrolles - Aéroport Marseille Provence', 'Marseille - Saint-Charles']"
Marseille - Saint-Charles,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6136,07-03-2023,06:41:00,06:41:00,0,,['Paris - Gare de Lyon - Hall 1 & 2']
Marseille - Saint-Charles,Bruxelles-Midi - Brussel-Zuid ,TGV INOUI,9854,07-03-2023,07:15:30,07:15:30,0,,"['Lyon Part Dieu', 'Marne-la-Vallée - Chessy', 'Aéroport Charles de Gaulle 2 TGV', 'Lille Europe', 'Bruxelles-Midi - Brussel-Zuid']"
Marseille - Saint-Charles,Le Havre ,TGV INOUI,5376,07-03-2023,08:24:00,08:24:00,0,,"['Valence TGV Rhône-Alpes Sud', 'Lyon Part Dieu', 'Massy - Palaiseau', 'Versailles Chantiers', 'Mantes-la-Jolie', 'Rouen Rive Droite', 'Le Havre']"
Paris - Gare de Lyon - Hall 1 & 2,Marseille - Saint-Charles ,OUIGO,7829,07-03-2023,08:46:00,08:46:00,0,,"['Aix-en-Provence TGV', 'Marseille - Saint-Charles']"
Lyon Part Dieu,Nice ,TGV INOUI,6805,07-03-2023,09:28:00,09:28:00,0,,"['Aix-en-Provence TGV', 'Marseille - Saint-Charles', 'Toulon', 'Saint-Raphaël - Valescure', 'Cannes', 'Antibes', 'Nice']"
Marseille - Saint-Charles,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6112,07-03-2023,09:41:00,09:41:00,0,,['Paris - Gare de Lyon - Hall 1 & 2']
Paris - Gare de Lyon - Hall 1 & 2,Marseille - Saint-Charles ,TGV INOUI,6103,07-03-2023,10:20:00,10:20:00,0,,"['Aix-en-Provence TGV', 'Marseille - Saint-Charles']"
Marseille - Saint-Charles,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6116,07-03-2023,12:41:00,12:41:00,0,,['Paris - Gare de Lyon - Hall 1 & 2']
Avignon TGV,Miramas ,TER,453007,07-03-2023,12:50:00,12:50:00,0,,"['Avignon Centre', 'Montfavet', 'Morières-lès-Avignon', 'Saint-Saturnin-lès-Avignon', 'Gadagne', 'Le Thor', 'L\'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse"", \'links\': [], \'coord\': {\'lat\': \'43.917398\', \'lon\': \'5.047606\'}, \'label\': ""L\'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse (L\'Isle-sur-la-Sorgue)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87765479:Coach\'', 'Cavaillon', 'Orgon', 'Sénas', 'Lamanon', 'Salon', 'Miramas']"
Paris - Gare de Lyon - Hall 1 & 2,Marseille - Saint-Charles ,TGV INOUI,6109,07-03-2023,13:21:00,13:21:00,0,,"['Aix-en-Provence TGV', 'Marseille - Saint-Charles']"
Saint-Pol-sur-Ternoise,Lille Flandres ,TER HDF,842900,07-03-2023,06:18:00,06:18:00,0,,"['La Bassée', 'Lille CHR', 'Lille Flandres']"
Béthune,Lille Flandres ,TER HDF,842472,07-03-2023,06:49:00,06:49:00,0,,"['Beuvry lès Béthune', 'Cuinchy', 'La Bassée', 'Salomé', 'Marquillies', 'Don - Sainghin', 'Wavrin', 'Santes', 'Haubourdin', 'Loos lez Lille', 'Lille CHR', 'Lille Porte de Douai', 'Lille Flandres']"
Hazebrouck,Arras ,TER HDF,846522,07-03-2023,07:00:00,07:00:00,0,,"['Noeux', 'Mazingarbe', 'Bully - Grenay', 'Liévin', 'Loos-en-Gohelle', 'Lens', 'Avion', 'Vimy', 'Farbus', 'Bailleul-Sir-Berthoult', 'Arras']"
Béthune,Saint-Pol-sur-Ternoise ,TER HDF,36021,07-03-2023,07:00:00,07:00:00,0,,"['Vis à Marles', 'Calonne-Ricouart', 'Pernes - Camblain', 'Saint-Pol-sur-Ternoise']"
Béthune,Saint-Pol-sur-Ternoise ,TER HDF,36023,07-03-2023,07:25:00,07:25:00,0,,"['Vis à Marles', 'Calonne-Ricouart', 'Pernes - Camblain', 'Saint-Pol-sur-Ternoise']"
Béthune,Saint-Pol-sur-Ternoise ,TER HDF,36025,07-03-2023,07:52:00,07:52:00,0,,"['Vis à Marles', 'Calonne-Ricouart', 'Pernes - Camblain', 'Saint-Pol-sur-Ternoise']"
Béthune,Lille Flandres ,TER HDF,842410,07-03-2023,08:18:00,08:18:00,0,,"['La Bassée', 'Lille CHR', 'Lille Flandres']"
Béthune,Saint-Pol-sur-Ternoise ,TER HDF,36027,07-03-2023,12:22:00,12:22:00,0,,"['Vis à Marles', 'Calonne-Ricouart', 'Pernes - Camblain', 'Saint-Pol-sur-Ternoise']"
Béthune,Lille Flandres ,TER HDF,842484,07-03-2023,16:49:00,16:49:00,0,,"['Beuvry lès Béthune', 'Cuinchy', 'La Bassée', 'Salomé', 'Marquillies', 'Don - Sainghin', 'Wavrin', 'Santes', 'Haubourdin', 'Loos lez Lille', 'Lille CHR', 'Lille Porte de Douai', 'Lille Flandres']"
Béthune,Saint-Pol-sur-Ternoise ,TER HDF,36029,07-03-2023,17:25:00,17:25:00,0,,"['Vis à Marles', 'Calonne-Ricouart', 'Pernes - Camblain', 'Saint-Pol-sur-Ternoise']"
Brest,Quimper ,TER,52382,07-03-2023,07:00:00,07:00:00,0,,['Quimper']
Brest,Quimper ,TER,411634,07-03-2023,08:00:00,08:00:00,0,,"['Landerneau', 'Dirinon', 'Pont-de-Buis', 'Châteaulin', 'Quimper']"
Brest,Quimper ,TER,52386,07-03-2023,09:30:00,09:30:00,0,,['Quimper']
Brest,Quimper ,TER,411616,07-03-2023,12:30:00,12:30:00,0,,"['Landerneau', 'Dirinon', 'Pont-de-Buis', 'Châteaulin', 'Quimper']"
Brest,Quimper ,TER,52388,07-03-2023,14:15:00,14:15:00,0,,['Quimper']
Brest,Quimper ,TER,52394,07-03-2023,18:10:00,18:10:00,0,,['Quimper']
Caen,Paris Saint-Lazare ,TER,3354,07-03-2023,06:03:00,06:03:00,0,,"['Lisieux', 'Bernay', 'Évreux Embranchement', 'Paris Saint-Lazare']"
Caen,Rennes ,TER,36890,07-03-2023,07:30:00,07:30:00,0,,"['Guilberville-le Saussey', 'Avranches', 'Rennes Beaulieu Chimie', 'Rennes']"
Cherbourg,Paris Saint-Lazare ,TER,3328,07-03-2023,07:56:30,07:56:30,0,,['Paris Saint-Lazare']
Caen,Le Mans ,TER,36720,07-03-2023,09:30:00,09:30:00,0,,"['Argentan', 'Alençon', 'Le Mans']"
Paris Saint-Lazare,Cherbourg ,TER,3309,07-03-2023,13:02:00,13:02:00,0,,"['Bayeux', 'Lison', 'Carentan', 'Valognes', 'Cherbourg']"
Cherbourg,Paris Saint-Lazare ,TER,3310,07-03-2023,13:59:30,13:59:30,0,,['Paris Saint-Lazare']
Caen,Paris Saint-Lazare ,TER,3348,07-03-2023,14:20:00,14:20:00,0,,"['Lisieux', 'Bernay', 'Évreux Embranchement', 'Paris Saint-Lazare']"
Caen,Rennes ,TER,36892,07-03-2023,16:15:00,16:15:00,0,,"['Guilberville-le Saussey', 'Avranches', 'Rennes Beaulieu Chimie', 'Rennes']"
Paris Saint-Lazare,Cherbourg ,TER,3319,07-03-2023,19:08:00,19:08:00,0,,"['Bayeux', 'Lison', 'Carentan', 'Valognes', 'Cherbourg']"
Calais Ville,Dunkerque ,TER HDF,36114,07-03-2023,06:46:00,06:46:00,0,,"['Gravelines', 'Dunkerque']"
Calais Ville,Dunkerque ,TER HDF,36136,07-03-2023,07:24:00,07:24:00,0,,"['Les Fontinettes', 'Beau Marais', 'Gravelines', 'Bourbourg', 'Grande-Synthe', 'Coudekerque-Branche', 'Dunkerque']"
Calais Ville,Lille Flandres ,TER HDF,844816,07-03-2023,08:31:00,08:31:00,0,,"['Audruicq', 'Watten - Éperlecques', 'Saint-Omer', 'Hazebrouck', 'Bailleul', 'Armentières', 'Lille Flandres']"
Calais Ville,Lille Flandres ,TER HDF,844826,07-03-2023,16:31:00,16:31:00,0,,"['Audruicq', 'Watten - Éperlecques', 'Saint-Omer', 'Hazebrouck', 'Bailleul', 'Armentières', 'Lille Flandres']"
Bar-le-Duc,Toul ,TER,429429,07-03-2023,09:56:00,09:56:00,0,,['Toul']
Toul,Bar-le-Duc ,TER,429344,07-03-2023,10:37:00,10:37:00,0,,['Bar-le-Duc']
Commercy,Bar-le-Duc ,TER,429402,07-03-2023,11:19:00,11:19:00,0,,['Bar-le-Duc']
Bar-le-Duc,Toul ,TER,429313,07-03-2023,11:36:00,11:36:00,0,,['Toul']
Commercy,Bar-le-Duc ,TER,429404,07-03-2023,12:19:00,12:19:00,0,,['Bar-le-Duc']
Toul,Revigny ,TER,429348,07-03-2023,13:37:00,13:37:00,0,,"['Bar-le-Duc', 'Revigny']"
Revigny,Toul ,TER,429647,07-03-2023,14:16:00,14:16:00,0,,['Toul']
Commercy,Bar-le-Duc ,TER,429406,07-03-2023,14:25:00,14:25:00,0,,['Bar-le-Duc']
Bar-le-Duc,Toul ,TER,429437,07-03-2023,15:16:00,15:16:00,0,,['Toul']
Toul,Bar-le-Duc ,TER,429436,07-03-2023,15:37:00,15:37:00,0,,['Bar-le-Duc']
Saint-Quentin,Paris Nord ,TER HDF,847904,07-03-2023,06:34:00,06:34:00,0,,"['Pont-Sainte-Maxence', 'Creil', 'Paris Nord']"
Compiègne,Paris Nord ,TER HDF,847856,07-03-2023,07:18:00,07:18:00,0,,"['Le Meux - La-Croix-Saint-Ouen', 'Longueil-Sainte-Marie', 'Chevrières', 'Pont-Sainte-Maxence', 'Rieux - Angicourt', 'Villers-Saint-Paul', 'Creil', 'Chantilly - Gouvieux', 'Orry-la-Ville - Coye', 'Paris Nord']"
Paris Nord,Saint-Quentin ,TER HDF,847903,07-03-2023,07:28:00,07:28:00,0,,"['Noyon', 'Chauny', 'Tergnier', 'Saint-Quentin']"
Saint-Quentin,Paris Nord ,TER HDF,847906,07-03-2023,07:35:00,07:35:00,0,,"['Pont-Sainte-Maxence', 'Creil', 'Paris Nord']"
Compiègne,Paris Nord ,TER HDF,847818,07-03-2023,12:06:00,12:06:00,0,,"['Le Meux - La-Croix-Saint-Ouen', 'Longueil-Sainte-Marie', 'Chevrières', 'Pont-Sainte-Maxence', 'Rieux - Angicourt', 'Villers-Saint-Paul', 'Creil', 'Chantilly - Gouvieux', 'Orry-la-Ville - Coye', 'Paris Nord']"
Compiègne,Saint-Quentin ,TER HDF,849623,07-03-2023,16:28:00,16:28:00,0,,"['Longueil-Annel', 'Thourotte', 'Ribécourt', 'Ourscamps', 'Noyon', 'Appilly', 'Chauny', 'Tergnier', 'Mennessis', 'Montescourt', 'Saint-Quentin']"
Saint-Quentin,Paris Nord ,TER HDF,847920,07-03-2023,17:34:00,17:34:00,0,,"['Pont-Sainte-Maxence', 'Creil', 'Paris Nord']"
Compiègne,Paris Nord ,TER HDF,847878,07-03-2023,18:10:00,18:10:00,0,,"['Jaux', 'Le Meux - La-Croix-Saint-Ouen', 'Longueil-Sainte-Marie', 'Chevrières', 'Pont-Sainte-Maxence', 'Rieux - Angicourt', 'Villers-Saint-Paul', 'Creil', 'Chantilly - Gouvieux', 'Orry-la-Ville - Coye', 'Paris Nord']"
Paris Nord,Saint-Quentin ,TER HDF,847925,07-03-2023,18:27:00,18:27:00,0,,"['Noyon', 'Chauny', 'Tergnier', 'Saint-Quentin']"
Paris Nord,Maubeuge ,TER HDF,16471,07-03-2023,20:00:00,20:00:00,0,,"['Saint-Quentin', 'Aulnoye-Aymeries', 'Maubeuge']"
Dijon Ville,Paris-Bercy Bourgogne - Pays d'Auvergne ,TER,17750,07-03-2023,05:33:00,05:33:00,0,,"['Les Laumes - Alésia', 'Montbard', 'Nuits sous Ravières', 'Tonnerre', 'Saint-Florentin - Vergigny', 'Laroche - Migennes', 'Joigny', 'Sens', 'Paris-Bercy Bourgogne - Pays d\'Auvergne"", \'links\': [], \'coord\': {\'lat\': \'48.839215\', \'lon\': \'2.382791\'}, \'label\': ""Paris-Bercy Bourgogne - Pays d\'Auvergne (Paris)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87686667:LongDistanceTrain\'']"
Dijon Ville,Lyon Part Dieu ,TER,17801,07-03-2023,05:38:00,05:38:00,0,,"['Beaune', 'Chagny', 'Chalon-sur-Saône', 'Tournus', 'Mâcon', 'Belleville sur Saône', 'Villefranche-sur-Saône', 'Saint-Germain-au-Mont-d\'Or"", \'links\': [], \'coord\': {\'lat\': \'45.888431\', \'lon\': \'4.804206\'}, \'label\': ""Saint-Germain-au-Mont-d\'Or (Saint-Germain-au-Mont-d\'Or)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87721282:LongDistanceTrain\'', 'Lyon Part Dieu']"
Dijon Ville,Nevers ,TER,893003,07-03-2023,06:12:00,06:12:00,0,,"['Beaune', 'Montchanin', 'Le Creusot', 'Étang', 'Luzy', 'Cercy-la-Tour', 'Decize', 'Imphy', 'Nevers']"
Dijon Ville,Besançon-Viotte ,TER,894251,07-03-2023,06:14:00,06:14:00,0,,"['Genlis', 'Collonges', 'Auxonne', 'Dole-Ville', 'Orchamps', 'Ranchot', 'Saint-Vit', 'Dannemarie - Velesmes', 'Besançon-Viotte']"
Dijon Ville,Lyon Part Dieu ,TER,17803,07-03-2023,06:38:00,06:38:00,0,,"['Beaune', 'Chagny', 'Chalon-sur-Saône', 'Tournus', 'Mâcon', 'Belleville sur Saône', 'Villefranche-sur-Saône', 'Saint-Germain-au-Mont-d\'Or"", \'links\': [], \'coord\': {\'lat\': \'45.888431\', \'lon\': \'4.804206\'}, \'label\': ""Saint-Germain-au-Mont-d\'Or (Saint-Germain-au-Mont-d\'Or)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87721282:LongDistanceTrain\'', 'Lyon Part Dieu']"
Dijon Ville,Chalon-sur-Saône ,TER,891403,07-03-2023,07:23:00,07:23:00,0,,"['Gevrey-Chambertin', 'Vougeot - Gilly-lès-Cîteaux', 'Nuits-Saint-Georges', 'Beaune', 'Chagny', 'Rully', 'Fontaines - Mercurey', 'Chalon-sur-Saône']"
Besançon-Viotte,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6762,07-03-2023,07:24:00,07:24:00,0,,"['Montbard', 'Paris - Gare de Lyon - Hall 1 & 2']"
Mâcon,Paris-Bercy Bourgogne - Pays d'Auvergne ,TER,17752,07-03-2023,07:33:00,07:33:00,0,,"['Les Laumes - Alésia', 'Montbard', 'Nuits sous Ravières', 'Tonnerre', 'Saint-Florentin - Vergigny', 'Laroche - Migennes', 'Joigny', 'Sens', 'Paris-Bercy Bourgogne - Pays d\'Auvergne"", \'links\': [], \'coord\': {\'lat\': \'48.839215\', \'lon\': \'2.382791\'}, \'label\': ""Paris-Bercy Bourgogne - Pays d\'Auvergne (Paris)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87686667:LongDistanceTrain\'']"
Dijon Ville,Besançon-Viotte ,TER,894205,07-03-2023,07:42:00,07:42:00,0,,"['Genlis', 'Auxonne', 'Dole-Ville', 'Saint-Vit', 'Besançon-Viotte']"
Douai,Arras ,TER HDF,36020,07-03-2023,05:24:00,05:24:00,0,,['Arras']
Amiens,Lille Flandres ,TER HDF,843901,07-03-2023,06:45:00,06:45:00,0,,['Lille Flandres']
Valenciennes,Paris Nord ,TGV INOUI,7106,07-03-2023,07:35:00,07:35:00,0,,"['Arras', 'Paris Nord']"
Amiens,Lille Flandres ,TER HDF,843903,07-03-2023,07:45:00,07:45:00,0,,['Lille Flandres']
Douai,Cambrai ,TER HDF,36138,07-03-2023,11:27:00,11:27:00,0,,"['Sin-le-Noble', 'Cantin', 'Arleux', 'Aubigny-au-Bac', 'Cambrai']"
Boulogne-Ville,Paris Nord ,TGV INOUI,7520,07-03-2023,13:23:00,13:23:00,0,,"['Arras', 'Paris Nord']"
Douai,Valenciennes ,TER HDF,435001,07-03-2023,13:24:00,13:24:00,0,,['Valenciennes']
Lille Flandres,Amiens ,TER HDF,843920,07-03-2023,17:16:00,17:16:00,0,,"['Arras', 'Albert', 'Corbie', 'Amiens']"
Dunkerque,Lille Flandres ,TER HDF,844902,07-03-2023,06:12:00,06:12:00,0,,"['Bergues', 'Esquelbecq', 'Arnèke', 'Cassel', 'Hazebrouck', 'Bailleul', 'Armentières', 'Lille Flandres']"
Dunkerque,Calais Ville ,TER HDF,36137,07-03-2023,08:05:00,08:05:00,0,,"['Coudekerque-Branche', 'Grande-Synthe', 'Bourbourg', 'Gravelines', 'Beau Marais', 'Les Fontinettes', 'Calais Ville']"
Dunkerque,Lille Flandres ,TER HDF,844914,07-03-2023,16:12:00,16:12:00,0,,"['Bergues', 'Esquelbecq', 'Arnèke', 'Cassel', 'Hazebrouck', 'Bailleul', 'Armentières', 'Lille Flandres']"
Dunkerque,Lille Flandres ,TER HDF,844916,07-03-2023,17:12:00,17:12:00,0,,"['Bergues', 'Esquelbecq', 'Arnèke', 'Cassel', 'Hazebrouck', 'Bailleul', 'Armentières', 'Lille Flandres']"
Rennes,Bruxelles-Midi - Brussel-Zuid ,TGV INOUI,9884,07-03-2023,09:50:00,09:50:00,0,,"['Lille Europe', 'Bruxelles-Midi - Brussel-Zuid']"
